1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 240154.88),(2 843499.2),(3 1807201.4),(4 3133311.3),(5 4828284.5),(6 6837523.5),(7 9176881),(8 11692921),(9 14324820),(10 17160056),(11 20094558),(12 23304374),(13 26798016),(14 30378970),(15 34208716),(16 38221084),(17 42519228),(18 46974652),(19 51480652),(20 56247680),(21 61338644),(22 66757700),(23 72346890),(24 78060490),(25 84158770),(26 90463400),(27 97177220),(28 103846856),(29 110639384),(30 117522750),(31 124648350),(32 132099976),(33 139405120),(34 146718060),(35 154131700),(36 161522900),(37 169041620),(38 176692050),(39 184402690),(40 191642900),(41 198405010),(42 204570180),(43 210976020),(44 217496560),(45 223575790),(46 229815220),(47 236220420),(48 242520530),(49 249053780),(50 255186740),(51 261113780),(52 266363760),(53 271003780),(54 275220740),(55 279177950),(56 283119000),(57 287159800),(58 291603780),(59 295425900),(60 299689500),(61 304770430),(62 310249280),(63 316686700),(64 323113300),(65 329295200),(66 335734400),(67 342989700),(68 350250900),(69 357385820),(70 364590240),(71 372402850),(72 380568930),(73 388796300),(74 397356830),(75 406345440),(76 415147800),(77 424426880),(78 434040200),(79 443838430),
(1 20997.418),(2 33401.14),(3 36190.7),(4 37387.53),(5 37664.203),(6 39187.965),(7 39799.5),(8 38707.773),(9 39237.836),(10 39416.105),(11 39819.703),(12 39458.01),(13 40270.207),(14 40999.043),(15 40961.14),(16 41293.555),(17 41481.445),(18 41348.1),(19 41456.98),(20 41401.92),(21 40969.688),(22 41334.83),(23 40956.758),(24 41212.63),(25 41489.617),(26 42704.555),(27 43457.11),(28 42716.99),(29 42303.348),(30 42747.25),(31 43351.7),(32 42752.75),(33 42457.1),(34 42555.203),(35 42539.75),(36 43128.188),(37 44324.504),(38 44127.555),(39 44736.504),(40 44725.527),(41 44817.074),(42 45165.742),(43 44879.676),(44 43063.945),(45 42788.36),(46 43315.906),(47 43059.65),(48 43755.94),(49 45149.81),(50 45457.23),(51 44665.53),(52 45757.645),(53 46414.992),(54 45687.383),(55 45164.848),(56 44707.957),(57 44733.797),(58 45671.02),(59 46203.984),(60 45374.258),(61 44994.895),(62 44527.688),(63 44912.227),(64 45057.895),(65 45191.223),(66 44319.773),(67 44402.375),(68 44555.848),(69 43873.215),(70 43106.594),(71 43163.54),(72 42797.566),(73 42278.85),(74 41701.414),(75 40969.543),(76 40576.496),(77 39639.86),(78 39672.445),(79 39964.63),
(1 20541.16),(2 33083.44),(3 35997.76),(4 37877.113),(5 38691.906),(6 39601.54),(7 40207.527),(8 39952.844),(9 40662.426),(10 41272.31),(11 41119.77),(12 41305.895),(13 41541.953),(14 40890.98),(15 39992.77),(16 39782.184),(17 40623.645),(18 41092.42),(19 40507.516),(20 40421.582),(21 40451.43),(22 40781.406),(23 40442.953),(24 40279.004),(25 40722.844),(26 40502.074),(27 40470.668),(28 40957.816),(29 40956.113),(30 40827.39),(31 41414.45),(32 41862.754),(33 42009.375),(34 42650.875),(35 43587.473),(36 43635.766),(37 44201.79),(38 43651.324),(39 44062.6),(40 44249.777),(41 45031.945),(42 45168.84),(43 45215.332),(44 44903.266),(45 44821.766),(46 45671.563),(47 45469.465),(48 46016.063),(49 47482.44),(50 47985.914),(51 46887.957),(52 46838.844),(53 47882.984),(54 47359.01),(55 47410.332),(56 47883.535),(57 47873.875),(58 47493.234),(59 47259.38),(60 46901.91),(61 46810.406),(62 46114.16),(63 45714.89),(64 45639.04),(65 46450.758),(66 45639.387),(67 45151.81),(68 44500.324),(69 44448.035),(70 44345.938),(71 44175.51),(72 43565.254),(73 42806.39),(74 42782.79),(75 42379.363),(76 42205.258),(77 41477.668),(78 40926.813),(79 40997.17),
(1 20747.92),(2 32689.87),(3 36030.27),(4 37626.85),(5 38115.055),(6 38909.78),(7 39329.406),(8 40056.453),(9 40976.914),(10 40750.004),(11 40708.742),(12 40135.332),(13 40364.266),(14 40553.96),(15 40619.05),(16 39867.74),(17 39774.055),(18 40350.133),(19 39841.48),(20 38902.457),(21 39128.676),(22 40379.26),(23 40797.76),(24 41073.1),(25 41560.15),(26 40538.008),(27 40394.805),(28 40021.824),(29 39390.367),(30 39827.793),(31 40363.66),(32 40309.508),(33 39894.402),(34 40314.004),(35 41061.38),(36 41132.297),(37 41586.17),(38 41545.535),(39 41087.85),(40 41279.914),(41 41959.984),(42 42341.04),(43 42406.453),(44 41940.543),(45 42022.605),(46 41761.46),(47 42016.414),(48 42220.875),(49 42489.914),(50 43184.47),(51 43156.887),(52 43512.61),(53 43676.95),(54 44011.023),(55 43723.152),(56 43651.824),(57 43554.27),(58 43503.695),(59 43501.516),(60 43124.582),(61 42439.688),(62 42146.09),(63 42444.57),(64 42872.543),(65 42976.402),(66 42243.58),(67 41519.652),(68 42024.613),(69 42484.895),(70 42391.418),(71 42453.887),(72 42277.613),(73 41267.17),(74 41073.87),(75 41232.4),(76 40716.195),(77 39939.52),(78 39086.133),(79 39749.38),
(1 20680.564),(2 33457.28),(3 36508.49),(4 36755.996),(5 36554.676),(6 37100.824),(7 37351.28),(8 37295.266),(9 37822.984),(10 37902.96),(11 37278.785),(12 36965.18),(13 37994.316),(14 39624.402),(15 40072.563),(16 39305.36),(17 38289.863),(18 37573.656),(19 36971.156),(20 37023.08),(21 38237.953),(22 39693.004),(23 39011.418),(24 39191.11),(25 39514.47),(26 39360.42),(27 39012.176),(28 38197.855),(29 37497.41),(30 38233.87),(31 39610.4),(32 40386.71),(33 39951.41),(34 39607.902),(35 39435.004),(36 39324.598),(37 39702.55),(38 39295.34),(39 39496.793),(40 39131.746),(41 40181.082),(42 40865.906),(43 40021.883),(44 39841.016),(45 40514.316),(46 40202.543),(47 40073.793),(48 40866.977),(49 40441.43),(50 40294.355),(51 40354.813),(52 40565.855),(53 40728.64),(54 41046.945),(55 40965.09),(56 42151.53),(57 41713.535),(58 40751.063),(59 40902.203),(60 41190.348),(61 40261.355),(62 40040.797),(63 40441.5),(64 40404.42),(65 39513.25),(66 39135.836),(67 39757.45),(68 39823.563),(69 38850.973),(70 39041.918),(71 39411.79),(72 39358.574),(73 38837.29),(74 39038.29),(75 38352.637),(76 37504.27),(77 37578.723),(78 36959.15),(79 37384.98),
(1 20626.348),(2 33190.813),(3 35574.387),(4 34822.63),(5 35222.297),(6 36722.37),(7 37354.01),(8 37801.566),(9 38331.305),(10 38098.625),(11 36968.613),(12 36820.066),(13 37129.527),(14 38131.492),(15 37960.594),(16 37563.06),(17 37954.32),(18 38004.18),(19 37521.99),(20 37295.773),(21 38481.113),(22 38355.293),(23 37278.918),(24 37237.824),(25 37304.266),(26 38767.895),(27 38406.805),(28 37446.31),(29 36812.08),(30 37466.496),(31 38641.773),(32 38799.066),(33 38679.535),(34 38873.504),(35 39875.664),(36 39400.395),(37 39010.234),(38 38117.105),(39 37785.766),(40 38578.45),(41 39801.27),(42 40381.395),(43 40634.83),(44 40900.28),(45 40204.94),(46 40632.645),(47 40618.477),(48 40970.996),(49 41465.04),(50 41662.457),(51 42056.125),(52 41845.707),(53 41637.227),(54 41948.55),(55 42507.56),(56 42114.207),(57 41992.83),(58 40227.863),(59 39086.37),(60 40068.402),(61 39992.086),(62 40020.37),(63 40287.188),(64 40322.82),(65 39748.31),(66 39244.926),(67 38642.203),(68 39244.08),(69 39228.22),(70 37604.13),(71 37632.074),(72 37690.066),(73 36856.504),(74 36190.793),(75 35676.72),(76 35840.805),(77 35877.883),(78 35979.516),(79 36646.79),
(1 18773.365),(2 29555.344),(3 32572.66),(4 32534.684),(5 31745.305),(6 32237.135),(7 32349.68),(8 32701.424),(9 33408.516),(10 34257.492),(11 34480.133),(12 34554.156),(13 34739.15),(14 34576.19),(15 35219.25),(16 35216.563),(17 35537.684),(18 36071.42),(19 35508.664),(20 35571.69),(21 36143.066),(22 35282.652),(23 34802.094),(24 34803.188),(25 34722.88),(26 35188.957),(27 35531.613),(28 35418.664),(29 35855.996),(30 36984.21),(31 37308.547),(32 36674.62),(33 36256.477),(34 36509.68),(35 36807.027),(36 36998.645),(37 37728.855),(38 37635.51),(39 37163.73),(40 37767.195),(41 37559.684),(42 37053.91),(43 37136.05),(44 37396.234),(45 37182.535),(46 37598.3),(47 37064.125),(48 37328.125),(49 38264.504),(50 37961.79),(51 37650.113),(52 38324.395),(53 38215.824),(54 37885.16),(55 38085.027),(56 37833.176),(57 37934.117),(58 36672.016),(59 36465.023),(60 36685.98),(61 37057.367),(62 36989.727),(63 37072.563),(64 37760.063),(65 36987.62),(66 36073.32),(67 35831.477),(68 36393.94),(69 35637.742),(70 35730.805),(71 35772.168),(72 34855.438),(73 34108.797),(74 33649.18),(75 33495.86),(76 34127.95),(77 33087.85),(78 33506.965),(79 33660.816),
(1 17970.777),(2 28251.244),(3 30742.178),(4 30618.598),(5 30919.6),(6 31697.912),(7 32395.521),(8 32886.54),(9 33234.625),(10 32900.496),(11 33254.613),(12 33629.695),(13 33952.52),(14 33930.754),(15 34321.316),(16 34995.02),(17 34896.25),(18 34953.11),(19 34493.086),(20 34706.83),(21 34241.367),(22 33539.64),(23 33385.695),(24 33663.727),(25 34110.45),(26 34812.082),(27 35310.31),(28 34405.266),(29 34627.402),(30 35313.367),(31 35100.637),(32 34606.313),(33 34910.34),(34 34920.227),(35 34713.72),(36 34948.695),(37 34912.152),(38 34833.1),(39 34652.363),(40 35372.023),(41 35287.836),(42 34905.58),(43 35462.676),(44 35731.344),(45 36120.77),(46 36128.734),(47 36307.316),(48 36565.82),(49 36281.406),(50 34956.355),(51 35431.12),(52 36481.76),(53 36720.12),(54 36492.117),(55 36741.92),(56 36839.492),(57 36528.2),(58 35207.383),(59 35139.18),(60 35303.395),(61 35804.54),(62 35646.117),(63 35432.555),(64 35502.02),(65 35083.55),(66 35122.28),(67 34463.336),(68 34322.242),(69 34349.555),(70 34733.848),(71 34195.152),(72 33013.98),(73 32951.082),(74 33441.695),(75 33389.99),(76 33175.074),(77 32971.004),(78 33037.01),(79 32868.594),
(1 18213.254),(2 29213.17),(3 31830.793),(4 31922.176),(5 31840.803),(6 32872.01),(7 33816.445),(8 33859.914),(9 34379.895),(10 34707.77),(11 34093.617),(12 33665.285),(13 33590.406),(14 33448.797),(15 34431.164),(16 34542.223),(17 34510.09),(18 34058.34),(19 33987.35),(20 34669.45),(21 34562.46),(22 33926.766),(23 34148.64),(24 34286.96),(25 33650.633),(26 34456.504),(27 34599.305),(28 33555.08),(29 33712.957),(30 34477.44),(31 34610.223),(32 34073.977),(33 33886.41),(34 34287.668),(35 34619.094),(36 34492.637),(37 34000.59),(38 34105.31),(39 34298.598),(40 35219.703),(41 35308.098),(42 34469.33),(43 33959.996),(44 34595.68),(45 35400.77),(46 35596.38),(47 35054.08),(48 34797.688),(49 35008.945),(50 34771.004),(51 34780.188),(52 35303.242),(53 35367.617),(54 35475.27),(55 35917.152),(56 36508.19),(57 36137.49),(58 36100.42),(59 36284.99),(60 36230.32),(61 35701.996),(62 35425.223),(63 35625.51),(64 35664.11),(65 35540.5),(66 35808.605),(67 34525.316),(68 33442.863),(69 33806.9),(70 34601.313),(71 33593.49),(72 32697.904),(73 32852.02),(74 33368.105),(75 33958.676),(76 32956.176),(77 32503.656),(78 32597.602),(79 32637.857),
(1 17768.377),(2 28610.986),(3 31812.357),(4 32058.11),(5 32464.813),(6 32620.777),(7 32694.262),(8 32831.75),(9 33081.484),(10 33366.09),(11 32705.117),(12 32718.332),(13 33414.863),(14 33333.496),(15 33688.5),(16 34204.605),(17 34463.39),(18 34619.97),(19 33773.05),(20 34216.766),(21 34935.945),(22 34374.066),(23 34837.383),(24 34054.934),(25 32975.305),(26 33075.91),(27 33430.215),(28 33077.348),(29 33125.105),(30 33792.266),(31 33851.246),(32 33905.133),(33 33623.58),(34 33480.664),(35 34188.145),(36 34740.543),(37 34455.4),(38 34421.035),(39 34846.32),(40 35019.746),(41 34557.375),(42 34065.137),(43 34847.03),(44 35429.137),(45 35237.684),(46 35623.625),(47 35056.125),(48 34746.34),(49 34721.785),(50 34314.82),(51 34429.24),(52 35130.996),(53 35053.01),(54 34830.15),(55 35036.895),(56 35580.652),(57 35199.426),(58 34973.266),(59 35662.375),(60 35620.41),(61 35600.742),(62 35230.016),(63 34112.594),(64 33933.293),(65 34189.242),(66 34395.05),(67 34230.375),(68 33596.59),(69 33197.414),(70 32682.879),(71 32012.275),(72 31384.736),(73 31527.248),(74 32109.852),(75 32877.07),(76 33004.152),(77 33284.484),(78 33070.97),(79 33479.16),
(1 17544.14),(2 27192.752),(3 29822.74),(4 30014.76),(5 30657.23),(6 31469.908),(7 31705.332),(8 30939.9),(9 30680.64),(10 30794.908),(11 31763.184),(12 32557.727),(13 32195.379),(14 32234.373),(15 32373.973),(16 32950.848),(17 32932.926),(18 32278.238),(19 31677.244),(20 31923.174),(21 32706.871),(22 33248.563),(23 33622.297),(24 33491.04),(25 32873.566),(26 32734.262),(27 33637.8),(28 32914.973),(29 33282.074),(30 33558.055),(31 33540.9),(32 33265.617),(33 33625.73),(34 34500.453),(35 34505.96),(36 34628.42),(37 34016.797),(38 33133.4),(39 33235.813),(40 33577.164),(41 33844.016),(42 33802.59),(43 33673.074),(44 33304.617),(45 33489.168),(46 34351.215),(47 34422.207),(48 34499.523),(49 34432.152),(50 34237.023),(51 34452.566),(52 34870.07),(53 34845.715),(54 34654.004),(55 35085.664),(56 34957.56),(57 34173.87),(58 34288.324),(59 33911.33),(60 34048.707),(61 34495.426),(62 34323.977),(63 33229.094),(64 32827.336),(65 33493.566),(66 34014.4),(67 33511.254),(68 33294.336),(69 32967.773),(70 33221.336),(71 32622.746),(72 32141.162),(73 31654.875),(74 32235.3),(75 31872.832),(76 31644.15),(77 31732.506),(78 31590.803),(79 31506.734),
(1 17459.414),(2 27377.46),(3 29625.256),(4 29794.232),(5 29476.934),(6 29975.861),(7 29858.654),(8 29483.424),(9 30271.434),(10 30925.277),(11 31780.451),(12 31668.871),(13 31196.34),(14 30947.01),(15 30969.484),(16 31683.283),(17 32286.3),(18 32389.664),(19 32439.115),(20 32516.9),(21 32460.11),(22 32603.6),(23 32325.19),(24 32391.777),(25 31931.31),(26 31629.19),(27 31975.303),(28 31654.943),(29 32525.938),(30 32665.137),(31 32328.303),(32 31897.791),(33 32058.057),(34 32752.803),(35 33302.832),(36 33321.758),(37 32942.68),(38 33147.324),(39 32660.66),(40 32839.68),(41 33238.32),(42 32444.885),(43 31793.44),(44 32600.953),(45 33141.566),(46 33043.133),(47 32529.293),(48 32175.41),(49 32276.754),(50 32472.977),(51 32725.652),(52 33451.48),(53 33694.934),(54 34008.12),(55 33708.98),(56 33063.797),(57 33618.754),(58 33762.457),(59 33194.496),(60 32817.086),(61 32581.414),(62 32831.42),(63 32116.168),(64 31130.99),(65 30991.918),(66 31221.863),(67 31555.803),(68 31213.057),(69 30800.502),(70 30799.385),(71 30760.406),(72 30515.922),(73 30122.27),(74 30572.201),(75 30404.22),(76 29940.037),(77 30194.625),(78 30559.498),(79 30634.861),
(1 17004.633),(2 25637.209),(3 26756.24),(4 26753.018),(5 28125.053),(6 28878.75),(7 28652.662),(8 29003.932),(9 28610.486),(10 28698.188),(11 28334.053),(12 28615.313),(13 28361.229),(14 28556.521),(15 28358.97),(16 28342.984),(17 28931.906),(18 29371.188),(19 29445.69),(20 29957.688),(21 30931.74),(22 30421.625),(23 29948.756),(24 29687.063),(25 29461.115),(26 29595),(27 29794.781),(28 29643.94),(29 29691.406),(30 29797.17),(31 30348.635),(32 30118.209),(33 30154.982),(34 30836.156),(35 31291.928),(36 31074.611),(37 30580.844),(38 30412.682),(39 30500.428),(40 31166.797),(41 31182.281),(42 30664.525),(43 30556.205),(44 30933.773),(45 31899.193),(46 31940.04),(47 31455.63),(48 30812.672),(49 30966.65),(50 31293.303),(51 31431.28),(52 31300.787),(53 32134.459),(54 31958.727),(55 31537.646),(56 31594.475),(57 31850.6),(58 31852.336),(59 31282.313),(60 30926.695),(61 30689.46),(62 30794.63),(63 30273.326),(64 29773.428),(65 30122.568),(66 30744.037),(67 30709.291),(68 29693.459),(69 29642.125),(70 30069.773),(71 29806.158),(72 29009.375),(73 28971.682),(74 29260.049),(75 29017.305),(76 28659.502),(77 28638.781),(78 29078.709),(79 29902.094),
(1 16945.074),(2 26289.531),(3 28775.178),(4 29256.799),(5 29789.693),(6 30603.53),(7 30247.008),(8 29933.896),(9 29791.916),(10 30013.936),(11 29970.889),(12 29964.932),(13 29809.238),(14 29632.613),(15 29829.984),(16 30268.191),(17 30851.982),(18 31135.83),(19 31671.254),(20 32449.352),(21 31509.828),(22 30493.145),(23 30544.54),(24 30336.91),(25 30419.916),(26 30791.973),(27 30879.18),(28 30419.99),(29 30565.982),(30 31199.678),(31 31367.111),(32 30945.072),(33 30755.941),(34 30558.14),(35 30903.977),(36 30913.334),(37 31089.629),(38 31624.838),(39 32037.777),(40 32062.873),(41 32196.346),(42 31422.879),(43 31413.45),(44 31475.11),(45 31898.775),(46 31379.904),(47 31063.754),(48 31665.365),(49 31894.117),(50 31577.08),(51 31247.916),(52 31825.006),(53 32515.006),(54 32234.117),(55 31880.068),(56 32201.055),(57 32969.957),(58 32920.273),(59 32628.982),(60 32194.953),(61 32050.582),(62 32058.74),(63 31348.514),(64 30878.873),(65 31219.133),(66 31191.297),(67 31095.424),(68 30775.121),(69 31224.963),(70 31438.648),(71 30593.428),(72 29524.666),(73 29823.764),(74 30310.83),(75 30278.066),(76 30031.42),(77 31088.36),(78 31208.445),(79 30892.863),
(1 16087.617),(2 24840.03),(3 26146.094),(4 26144.188),(5 26018.15),(6 26512.383),(7 26246.832),(8 26658.125),(9 27256.379),(10 28250.957),(11 27690.623),(12 27331.188),(13 27067.535),(14 27426.625),(15 28004.723),(16 28079.29),(17 28018.658),(18 28167.348),(19 28512.182),(20 28838.486),(21 28928.262),(22 28449.785),(23 28160.336),(24 28358.44),(25 28552.246),(26 28561.049),(27 29145.176),(28 28442.379),(29 28476.463),(30 28829.037),(31 28808.037),(32 28651.268),(33 28512.615),(34 28423.748),(35 29358.24),(36 29542.502),(37 29106.777),(38 29128.861),(39 29748.514),(40 30341.813),(41 30341.24),(42 29923.908),(43 29807.5),(44 30887.361),(45 31182.016),(46 30738.023),(47 31012.354),(48 31690.225),(49 31711.998),(50 31075.93),(51 30833.096),(52 31034.05),(53 31479.225),(54 31630.354),(55 30786.857),(56 31082.803),(57 31155.346),(58 31235.059),(59 31093.139),(60 31172.861),(61 31099.695),(62 30780.93),(63 30176.037),(64 29861.775),(65 29703.357),(66 29423.31),(67 29338.633),(68 28984.803),(69 29404.43),(70 29747.68),(71 29411.846),(72 29145.043),(73 28914.904),(74 29302.31),(75 29374.273),(76 29233.535),(77 29059.305),(78 28742.537),(79 28473.84),
(1 15971.53),(2 24155.424),(3 25793.652),(4 25729.244),(5 25700.072),(6 25356.883),(7 25650.498),(8 25983.355),(9 26347.31),(10 26928.31),(11 27504.61),(12 27988.432),(13 27877.21),(14 27852.234),(15 28336.857),(16 27764.836),(17 27535.7),(18 27713.475),(19 27258.484),(20 27395.398),(21 27536.252),(22 27377.773),(23 27506.959),(24 27293.875),(25 27393.824),(26 27627.072),(27 27671.709),(28 27383.635),(29 28147.244),(30 28509.77),(31 28124.38),(32 28229.69),(33 28097.14),(34 28008.686),(35 28932.95),(36 29177.908),(37 29121.074),(38 28784.527),(39 28598.55),(40 28914.973),(41 29076.166),(42 29169.148),(43 29132.191),(44 29745.076),(45 30361.814),(46 30177.744),(47 29643.395),(48 30130.81),(49 30273.807),(50 29393.217),(51 29083.1),(52 29507.111),(53 29859.725),(54 30588.342),(55 30184.5),(56 29895.852),(57 29910.607),(58 29810.84),(59 29414.691),(60 29540.059),(61 29306.52),(62 29274.857),(63 29136.79),(64 28775.691),(65 28925.014),(66 28649.564),(67 27962.135),(68 28026.69),(69 28629.758),(70 28632.023),(71 28544.77),(72 27886.781),(73 27402.748),(74 27455.867),(75 27285.443),(76 27238.084),(77 27330.781),(78 27262.318),(79 27381.023),
(1 14787.269),(2 22217.762),(3 23418.572),(4 23295.877),(5 23278.031),(6 23800.227),(7 23947.205),(8 23948.816),(9 24183.912),(10 24511.97),(11 24922.611),(12 25197.59),(13 25503.973),(14 25097.473),(15 25802.473),(16 26028.408),(17 26115.445),(18 25982.092),(19 25297.078),(20 25876.184),(21 26120.092),(22 26516.021),(23 26336.5),(24 25981.96),(25 25883.666),(26 26445.582),(27 25918.688),(28 26135.992),(29 26546.912),(30 26541.666),(31 25932.574),(32 25732.41),(33 25878.701),(34 25467.049),(35 25706.664),(36 25904.287),(37 25693.438),(38 26370.486),(39 26561.078),(40 26393.309),(41 26636.61),(42 26270.57),(43 25873.797),(44 26324.922),(45 26860.908),(46 26800.174),(47 26518.508),(48 26842.457),(49 26515.328),(50 26573.818),(51 27169.275),(52 27365.799),(53 27057.234),(54 27266.998),(55 26634.455),(56 26409.326),(57 26807.023),(58 26755.492),(59 26233.008),(60 26314.354),(61 26738.297),(62 26677.102),(63 26629.014),(64 25917.309),(65 25887.828),(66 25653.38),(67 25576.422),(68 25828.486),(69 25972.07),(70 25858.947),(71 26026.889),(72 25590.877),(73 25465.467),(74 25526.865),(75 25272.008),(76 25091.129),(77 24563.71),(78 24298.314),(79 24693.777),
(1 15081.459),(2 23023.096),(3 23594.697),(4 23450.361),(5 23458.756),(6 23693.252),(7 24143.814),(8 24127.113),(9 24953.902),(10 24873.967),(11 24875.17),(12 25421.672),(13 24947.49),(14 24608.83),(15 25418.191),(16 25812.625),(17 25849.19),(18 25742.697),(19 26165.797),(20 25833.531),(21 25846.248),(22 25534.477),(23 25604.328),(24 25202.49),(25 25872.533),(26 26445.572),(27 26170.498),(28 25973.965),(29 26467.453),(30 26569),(31 26213.18),(32 26378.572),(33 26513.215),(34 26408.018),(35 26415.14),(36 26788.31),(37 26466.797),(38 26326.564),(39 26244.863),(40 26383.563),(41 26720.59),(42 25947.197),(43 25739.78),(44 26005.682),(45 26551.959),(46 26454.89),(47 26199.828),(48 26006.625),(49 26257.7),(50 26347.162),(51 26518.2),(52 26341.633),(53 26798.072),(54 27062.805),(55 26779.303),(56 26832.932),(57 26688.39),(58 26333.992),(59 26383.973),(60 27295.65),(61 27078.738),(62 26344.738),(63 26427.197),(64 26155.057),(65 26416.13),(66 26138.756),(67 25789.271),(68 26071.281),(69 26120.756),(70 25541.002),(71 25109.86),(72 24746.68),(73 24645.654),(74 24738.666),(75 25370.445),(76 25067.777),(77 24613.76),(78 24418.047),(79 25070.695),
(1 14159.36),(2 21504.008),(3 22796.857),(4 23010.586),(5 23101.508),(6 23374.922),(7 23651.385),(8 23992.64),(9 24679.092),(10 24799.19),(11 24716.268),(12 25048.705),(13 24408.584),(14 24285.313),(15 24702.668),(16 25222.092),(17 24970.783),(18 24557.129),(19 24570.17),(20 24250.69),(21 24514.074),(22 24283.006),(23 23793.719),(24 23885.979),(25 24671.629),(26 24718.871),(27 24686.96),(28 24290.018),(29 24772.902),(30 25047.406),(31 24915.838),(32 25064.984),(33 25098.914),(34 25501.813),(35 26391.828),(36 26098.875),(37 25673.443),(38 25189.586),(39 24803.951),(40 24728.744),(41 25285.094),(42 25476.932),(43 24936.664),(44 25023.621),(45 25174.973),(46 25721.645),(47 25719.045),(48 25583.078),(49 26284.219),(50 26506.748),(51 26650.875),(52 27197.48),(53 27202.455),(54 26827.318),(55 27347.691),(56 26936.395),(57 26274.076),(58 26511.875),(59 27257.654),(60 27256.02),(61 26791.63),(62 26519.35),(63 26316.229),(64 26012.701),(65 25988.252),(66 25662.414),(67 25977.738),(68 25581.398),(69 25617.791),(70 25563.168),(71 25384.531),(72 25105.006),(73 24845.984),(74 24551.215),(75 25062.02),(76 24639.535),(77 24402.791),(78 24508.078),(79 24790.217),
