1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11575.021),(2 36275.918),(3 70632.63),(4 105039.516),(5 137669.73),(6 167205.84),(7 190706.89),(8 208056.63),(9 219985.75),(10 227623.95),(11 232808.67),(12 236438.38),(13 241593.58),(14 249606.22),(15 258463.14),(16 266652.53),(17 274617.6),(18 281191.5),(19 286287.7),(20 289365.66),(21 293424.44),(22 298968.94),(23 305867.4),(24 313819.47),(25 320420.88),(26 325093.4),(27 327026.63),(28 327267.3),(29 327748.34),(30 327829.25),(31 328139.66),(32 328323.78),(33 329110.06),(34 331517.5),(35 334679.94),(36 336100.78),(37 337671.94),(38 338909.25),(39 339238.34),(40 339185.78),(41 339317.25),(42 339217),(43 341290.1),(44 343857.4),(45 346683.2),(46 349758.9),(47 352309.94),(48 352687.1),(49 352985.06),(50 352214.03),(51 350339.6),(52 347460.28),(53 344925.66),(54 341904.25),(55 339981.13),(56 338999.16),(57 338199.56),(58 338482.4),(59 339989.94),(60 342087.72),(61 344735.97),(62 348282.47),(63 350549.1),(64 352353.72),(65 355242.25),(66 356256.1),(67 355920.2),(68 355170.97),(69 355147.13),(70 355916.1),(71 358979.5),(72 360219.16),(73 363130.75),(74 363009.84),(75 362889.1),(76 362118.75),(77 362149.88),(78 361151.44),(79 362061.16),
(1 11275.666),(2 34606.465),(3 66450.55),(4 97870.02),(5 128278.484),(6 154700.77),(7 176681.06),(8 192643.94),(9 203784.8),(10 211618.77),(11 218728.33),(12 225087.28),(13 232564.4),(14 241210.77),(15 250716.34),(16 258735.98),(17 265533.47),(18 271761.47),(19 275637.1),(20 278106.47),(21 280525.94),(22 283807.44),(23 286978.4),(24 291174.8),(25 293998.44),(26 297151.34),(27 297787.6),(28 298124.22),(29 298355.9),(30 299037.9),(31 300830.78),(32 305080.84),(33 309809),(34 315631.88),(35 321742.66),(36 325224.56),(37 329265.22),(38 331637.7),(39 332035.44),(40 330065.7),(41 328231.6),(42 325068.56),(43 322424.22),(44 320081.6),(45 317962.9),(46 318183.53),(47 319221.4),(48 319782.75),(49 320864.22),(50 322639.25),(51 323804.53),(52 323932.94),(53 324174.84),(54 324292.66),(55 324945.34),(56 324978.56),(57 324763.8),(58 324174.06),(59 323313.78),(60 321643.06),(61 318787.2),(62 316309.34),(63 315305.97),(64 315303.7),(65 315179.3),(66 314113.88),(67 311540.13),(68 308404.13),(69 305230.22),(70 302493.53),(71 300018.8),(72 296735.1),(73 295960.8),(74 296132.8),(75 296976.75),(76 297497.28),(77 296505.44),(78 295748.22),(79 296315.03),
(1 10861.453),(2 33611.824),(3 64507.625),(4 94981.79),(5 124808.91),(6 150412.83),(7 172147.19),(8 189443.16),(9 201469.58),(10 209224.77),(11 214977.36),(12 219182.13),(13 223198.03),(14 228447.92),(15 233881.9),(16 239516.86),(17 244883.47),(18 250116.97),(19 253126.19),(20 255994.86),(21 260449.31),(22 265081.5),(23 270206.1),(24 275822.34),(25 279398.44),(26 280720.66),(27 279706),(28 279510.63),(29 279502.25),(30 279455.84),(31 280107.47),(32 282024.22),(33 284722.06),(34 289606.7),(35 293953.97),(36 297116.9),(37 299200.9),(38 300815.25),(39 301136.72),(40 301370.2),(41 301919.4),(42 301857.2),(43 301773.8),(44 301221.66),(45 298809.25),(46 297326.78),(47 295953.53),(48 294698.6),(49 292970.47),(50 291095.66),(51 289065.56),(52 287407.7),(53 289246.16),(54 291251.94),(55 294094.94),(56 296894.56),(57 299030.3),(58 301197.13),(59 303218.34),(60 302548.88),(61 302066.16),(62 302066.06),(63 301223.75),(64 298770.2),(65 296770.56),(66 295032.9),(67 293157.63),(68 288757.06),(69 285472.9),(70 283227.66),(71 281709.16),(72 278968.75),(73 277291.25),(74 276530.63),(75 276317.94),(76 276930.47),(77 276957.75),(78 278271.47),(79 279660.34),
(1 10593.092),(2 32884.66),(3 63117.605),(4 92698.55),(5 121185.07),(6 145935.44),(7 166905.78),(8 182596.05),(9 195016.34),(10 204487.03),(11 213426.73),(12 221815.4),(13 230432.81),(14 241293.16),(15 251471.2),(16 260143.92),(17 266740.06),(18 271287.6),(19 274058.16),(20 276011.44),(21 278903.84),(22 281584.66),(23 285426.38),(24 288457.13),(25 290302.4),(26 291268.78),(27 289579.78),(28 286159.34),(29 284393.13),(30 283254.72),(31 282612),(32 282100.53),(33 282340.66),(34 282632.1),(35 282537.2),(36 281325.6),(37 280650.75),(38 281062.53),(39 280742.3),(40 281259.06),(41 282267.47),(42 282145.75),(43 280311.84),(44 276984.2),(45 273597.34),(46 272645.88),(47 272296.03),(48 273533.78),(49 276051),(50 279561.22),(51 281109.44),(52 281800.13),(53 282240.88),(54 283331.94),(55 283723.8),(56 284409),(57 286128.4),(58 288951.4),(59 292437),(60 295693.28),(61 299115.1),(62 302056.88),(63 305274.06),(64 308830.53),(65 311775.34),(66 313471.34),(67 312631.56),(68 310597.84),(69 308313.78),(70 306231.63),(71 304696.66),(72 302317.66),(73 301871.16),(74 302509.47),(75 302220.4),(76 301750.06),(77 301167.22),(78 302160.06),(79 302591.2),
(1 10920.281),(2 33809.973),(3 65100.05),(4 95879.75),(5 125127.85),(6 151092.6),(7 171627.78),(8 187279.66),(9 198931.8),(10 207906.84),(11 216882.38),(12 224633.86),(13 232851.86),(14 241314.34),(15 249142.33),(16 256719.95),(17 263394.44),(18 268499.25),(19 272547.97),(20 274943.7),(21 276436.8),(22 277002.34),(23 277833.6),(24 278071.4),(25 278142.38),(26 278811.13),(27 278047.3),(28 276186.13),(29 275907.53),(30 274709.28),(31 274475.13),(32 273075.34),(33 271451.44),(34 270543.34),(35 270353.3),(36 270935.47),(37 272878.53),(38 275640.63),(39 277916.78),(40 278880.94),(41 280818),(42 282371.7),(43 284058.1),(44 285326.56),(45 284931.7),(46 283830.1),(47 282875.88),(48 282599.63),(49 282813.84),(50 285065.88),(51 285488.1),(52 288313.78),(53 290976.4),(54 293168.13),(55 295390.9),(56 297965.44),(57 299640.9),(58 302131.1),(59 303972.4),(60 305065.94),(61 306428.2),(62 309417.88),(63 313135.7),(64 316642.3),(65 320749.44),(66 324015.53),(67 326296.22),(68 328480.3),(69 329568.72),(70 330544.1),(71 330472.75),(72 328386.13),(73 325591.84),(74 323321.7),(75 321525.5),(76 320386.13),(77 318986.47),(78 319544.97),(79 320928.4),
(1 10878.141),(2 33827.53),(3 63894.47),(4 92718.15),(5 119921.36),(6 142916.19),(7 160822.78),(8 175597.05),(9 187562.22),(10 197516),(11 207338.77),(12 217585.72),(13 227417.63),(14 237508.92),(15 245888.38),(16 254282.5),(17 261764.63),(18 268260.2),(19 274532.1),(20 279806.25),(21 285201.84),(22 288404.2),(23 290471.7),(24 290723.44),(25 289866.84),(26 288767.56),(27 288469.5),(28 288724.75),(29 290732.56),(30 291091.8),(31 291397.78),(32 290148.16),(33 287985.34),(34 285406.44),(35 281115.63),(36 277219.7),(37 274940.66),(38 273801.56),(39 272789.6),(40 273655.84),(41 275337.84),(42 277010.53),(43 277896.9),(44 277641.7),(45 276463.03),(46 275945.38),(47 275116.03),(48 274097.9),(49 273866.72),(50 274131.94),(51 273930.66),(52 274967.22),(53 275825),(54 276870.28),(55 278517.66),(56 280323.9),(57 280638.06),(58 281160.44),(59 282877.4),(60 284546.47),(61 286206.5),(62 288251.38),(63 290676.06),(64 292178.53),(65 294735.56),(66 296109.34),(67 298605.75),(68 300393.94),(69 301339.78),(70 301600.66),(71 301219.5),(72 300540.2),(73 299850.75),(74 300527.84),(75 302394.25),(76 306897.63),(77 312139.28),(78 314189.28),(79 316677.72),
(1 10656.479),(2 32807.027),(3 63126.246),(4 92098.51),(5 117996.234),(6 139311.89),(7 156442.98),(8 169998.3),(9 180395.34),(10 189474.72),(11 197119.77),(12 204963.16),(13 213165.17),(14 222818.42),(15 232620.77),(16 242248.63),(17 250206.2),(18 256310.6),(19 261537.22),(20 265554.66),(21 267670.16),(22 267759),(23 267089.03),(24 264997),(25 263830.13),(26 262425.8),(27 261511.22),(28 263028.4),(29 265638.28),(30 266897.53),(31 267861.7),(32 269100.66),(33 269830.16),(34 270983.9),(35 271766.53),(36 271837.94),(37 273016.03),(38 273515.53),(39 274162.78),(40 275200.9),(41 275755.13),(42 275849.06),(43 275875.16),(44 276137.47),(45 276025.3),(46 276267.78),(47 276479.72),(48 275680.8),(49 274269.84),(50 272960.03),(51 272052.8),(52 272541.38),(53 273805.2),(54 275656.63),(55 277704.16),(56 278605.56),(57 278455.5),(58 277405.97),(59 277609.44),(60 277042.2),(61 276034.16),(62 275683.72),(63 275823.2),(64 276706.3),(65 277480.4),(66 277272.34),(67 278458.3),(68 279581.7),(69 281940.9),(70 284361.44),(71 286641.34),(72 287564.16),(73 287870.22),(74 289020.9),(75 291725.8),(76 294522.75),(77 298521.06),(78 303265.47),(79 306544.22),
(1 11044.725),(2 33701.715),(3 64316.574),(4 93525.92),(5 119797.17),(6 141304.8),(7 157397.84),(8 168538.2),(9 175834.55),(10 182734.53),(11 189722.48),(12 197933.72),(13 207020.92),(14 217509.7),(15 227096.58),(16 235223.55),(17 240636.3),(18 243786.48),(19 245503.55),(20 246088.84),(21 245853.33),(22 244285.28),(23 242701.11),(24 241030.02),(25 239979.45),(26 239389.45),(27 238769.75),(28 239559.28),(29 241223.98),(30 244726.3),(31 248365.67),(32 252266.39),(33 256488.5),(34 259108.53),(35 262171.2),(36 265354.44),(37 268930.22),(38 271915.06),(39 274362.28),(40 275872.66),(41 277055.53),(42 277142.63),(43 276388.25),(44 274901.34),(45 273474.2),(46 271217.1),(47 269065.2),(48 265892.22),(49 262971.25),(50 259937.47),(51 258230.19),(52 255931.56),(53 256424.19),(54 257649.94),(55 259465.36),(56 260835.52),(57 260716.72),(58 261060.19),(59 260194.02),(60 259557.75),(61 259106.3),(62 259677.98),(63 259582.02),(64 260435.63),(65 261535.95),(66 260925.42),(67 261462.69),(68 261890.34),(69 263216.63),(70 264743.84),(71 268039.7),(72 270898.25),(73 273673.2),(74 275971.7),(75 278007.56),(76 279634.4),(77 280486.03),(78 280888.66),(79 281434.56),
(1 10922.538),(2 33615.61),(3 64264.496),(4 94821.44),(5 122829.39),(6 145922.58),(7 163282.52),(8 175472.88),(9 184066.11),(10 190276.73),(11 196719.48),(12 205119.77),(13 214157.05),(14 225474.11),(15 237248.22),(16 249231.78),(17 259356.88),(18 268871.66),(19 275111.53),(20 278550.25),(21 279952.88),(22 279119.13),(23 277014.16),(24 275799.7),(25 275254.66),(26 275369.84),(27 275322.78),(28 276117.63),(29 276493.47),(30 275839.7),(31 276327.44),(32 276302.06),(33 275026.16),(34 273469.56),(35 273187.22),(36 272824.84),(37 272892.66),(38 272799.47),(39 273415.34),(40 273898.94),(41 273795.4),(42 272652.88),(43 270190.38),(44 267784.2),(45 265174.4),(46 263359.7),(47 260415.53),(48 258999.67),(49 259285.1),(50 260090.11),(51 262207.13),(52 264693.06),(53 267883.06),(54 269374.16),(55 270225.8),(56 272252.97),(57 273232.75),(58 274698.13),(59 275140.94),(60 275169.8),(61 275538.6),(62 277389.4),(63 278117.5),(64 279922.47),(65 282570.3),(66 284492.8),(67 287224.16),(68 288373.8),(69 287281.4),(70 286531.44),(71 286462.2),(72 286126.4),(73 286048.3),(74 285664.03),(75 286815.9),(76 287508.3),(77 288314.44),(78 290069.66),(79 290387.56),
(1 10861.604),(2 33260.656),(3 63574.62),(4 92859.5),(5 119305.36),(6 140681.4),(7 157154.08),(8 168756.72),(9 177087.11),(10 182799.11),(11 187747.63),(12 192648.72),(13 197819.77),(14 205074.7),(15 213067.89),(16 220619.28),(17 227194.98),(18 233247.55),(19 238470.5),(20 242632),(21 245235.38),(22 245202.84),(23 243120.4),(24 240679.78),(25 238690.38),(26 237645.95),(27 237831.33),(28 240016.8),(29 242171.72),(30 244520.02),(31 247895.2),(32 251138.45),(33 252991.17),(34 253721.16),(35 253604.13),(36 252284.78),(37 251601.48),(38 250100),(39 249220.61),(40 248315.56),(41 247247.38),(42 245767.23),(43 244877.95),(44 244827.88),(45 245341.34),(46 247043.33),(47 248575.1),(48 248751.27),(49 249057.39),(50 249771),(51 251584.11),(52 253223.63),(53 257859.55),(54 260070.78),(55 261994.6),(56 263450.56),(57 263455.8),(58 263953.3),(59 265600.25),(60 266451.47),(61 268520.03),(62 270264.9),(63 270342.25),(64 270710.28),(65 271049.8),(66 271159.53),(67 271051.3),(68 270716.94),(69 270160.75),(70 269758.84),(71 270632.75),(72 272009.25),(73 273577.1),(74 275588.38),(75 277290.38),(76 279068.53),(77 280471.7),(78 282115.4),(79 283539.56),
(1 11029.158),(2 34319.69),(3 65570.16),(4 95723.02),(5 121850.46),(6 141603.08),(7 156026.9),(8 164781.56),(9 170014.28),(10 172574.11),(11 174589.42),(12 176418.92),(13 180414.69),(14 186325.98),(15 193288.19),(16 200495.98),(17 206091.45),(18 210182.06),(19 212756.61),(20 214461.1),(21 213970.31),(22 213504.34),(23 213021.7),(24 212752.42),(25 212128.92),(26 211900.42),(27 212668.69),(28 214041.69),(29 217147.69),(30 220545.5),(31 223703.92),(32 227489.45),(33 230057.28),(34 232457.95),(35 235067.17),(36 235157.86),(37 235300.61),(38 234156.48),(39 234294.8),(40 236042.17),(41 236156.44),(42 235039.75),(43 233705.94),(44 232171.14),(45 230706.69),(46 231821.86),(47 233312.86),(48 234602.19),(49 235552.69),(50 238103.38),(51 239350.67),(52 240445.89),(53 242336.4),(54 244764.36),(55 247019.75),(56 248438.97),(57 248096.56),(58 247050.5),(59 246615.98),(60 244873.63),(61 243825.56),(62 242472.55),(63 241980.08),(64 241388.38),(65 240858.89),(66 239634.5),(67 239200.73),(68 239394.78),(69 239589.53),(70 240034.78),(71 241881.23),(72 243287.14),(73 244203.72),(74 245269.31),(75 247077.77),(76 248618.95),(77 249852.05),(78 250440.77),(79 251333.14),
(1 10828.448),(2 33346.75),(3 63393.605),(4 92807.21),(5 118709.34),(6 139249.33),(7 154172.11),(8 164014.67),(9 169193.2),(10 172039.19),(11 173623.28),(12 176157.94),(13 180711.94),(14 186598.31),(15 192656.64),(16 198532.6),(17 203645.39),(18 207862.98),(19 210233.61),(20 211980.52),(21 212728.39),(22 212397.55),(23 211880.89),(24 212215.63),(25 212170.22),(26 212765.05),(27 213923.8),(28 215737.48),(29 218006.17),(30 219991.28),(31 222036.44),(32 225356.22),(33 229408.8),(34 233548.31),(35 238556.31),(36 241373.56),(37 243963.13),(38 245605.13),(39 245413.7),(40 245728.06),(41 244737.9),(42 244033.83),(43 243828.22),(44 244390.13),(45 245618.34),(46 246940.89),(47 249284.75),(48 251358.3),(49 253130.3),(50 254396.44),(51 254541.02),(52 254835.72),(53 255408.55),(54 254985.31),(55 252781.58),(56 250420.67),(57 248072.2),(58 245636.95),(59 243302.02),(60 241436.73),(61 240733.78),(62 239608.42),(63 239297.4),(64 240321.66),(65 242269.34),(66 243749.78),(67 246291.53),(68 248279.64),(69 249613.4),(70 250944.42),(71 254264.02),(72 256333.42),(73 258889.83),(74 262169.44),(75 264562.66),(76 266678.25),(77 268192.5),(78 268141.63),(79 268337.63),
(1 10821.351),(2 33360.438),(3 63685.453),(4 92647.07),(5 118304.69),(6 138486.1),(7 152608.8),(8 162545.78),(9 168692.33),(10 173134.58),(11 177580.55),(12 182323.8),(13 188509.66),(14 194665.2),(15 201933.92),(16 208505.75),(17 214040.08),(18 218234.61),(19 219282.4),(20 219665.69),(21 219942.52),(22 219556.61),(23 219700.2),(24 219809.08),(25 220273.02),(26 221220.02),(27 221846.66),(28 223480.72),(29 224526.53),(30 224154.05),(31 224807.73),(32 225186.05),(33 226251.05),(34 228217.38),(35 230052.98),(36 231028.94),(37 230937.25),(38 230523.34),(39 228385.39),(40 227088.14),(41 225928.38),(42 225330.67),(43 226440.73),(44 227898.38),(45 229998.55),(46 232999.42),(47 236054.25),(48 239585.72),(49 243580.34),(50 245744.28),(51 247196.05),(52 247478.78),(53 246854.22),(54 244541.84),(55 243152.4),(56 240684.33),(57 237465.42),(58 234209.66),(59 231921.81),(60 231143.25),(61 230588.73),(62 229000.27),(63 228320.84),(64 229826.08),(65 231791.53),(66 233809.02),(67 237199.16),(68 240633.6),(69 243432),(70 246597.05),(71 249565.22),(72 251784.61),(73 252641.42),(74 251856.78),(75 251303.13),(76 250700.31),(77 249117.73),(78 248519.33),(79 251109.63),
(1 10411.569),(2 31896.408),(3 60977.547),(4 87771.99),(5 111057.14),(6 129256.99),(7 142031.56),(8 150370.36),(9 155813.02),(10 159581.61),(11 163150.98),(12 166931.05),(13 172534.28),(14 179935.39),(15 187161.05),(16 194492.63),(17 201297.61),(18 206462.14),(19 209305.56),(20 210200.73),(21 209754.33),(22 208684.69),(23 208575.42),(24 208483.25),(25 209519.7),(26 210699.67),(27 212134.39),(28 214252.67),(29 216534.14),(30 217709.44),(31 219383.75),(32 220394.78),(33 220348.05),(34 220375.1),(35 221111.03),(36 221980.64),(37 223355.95),(38 224062.5),(39 223929.23),(40 223274.05),(41 222587.22),(42 222146.13),(43 223789.88),(44 225994.53),(45 227500.84),(46 229001.22),(47 230147.17),(48 231756.84),(49 232920.89),(50 233393.25),(51 233944.56),(52 233523.36),(53 231147.75),(54 227588.13),(55 225102.06),(56 222920.13),(57 220667.58),(58 219186.25),(59 219157.78),(60 219768.58),(61 219996.05),(62 220492.88),(63 219597.17),(64 219476.08),(65 219873.53),(66 221612.34),(67 223986.95),(68 227449.72),(69 231307.42),(70 235564.89),(71 240027.02),(72 243601.33),(73 245698.67),(74 246390.28),(75 243877.94),(76 241720),(77 238567.53),(78 234200.61),(79 232957.22),
(1 10310.53),(2 31877.4),(3 60761.09),(4 87218.32),(5 110039.89),(6 127793.99),(7 141466.1),(8 151606.89),(9 158245.92),(10 163538.28),(11 168860.47),(12 173424.2),(13 178372.64),(14 184300.05),(15 189616.02),(16 195302.02),(17 199928.69),(18 204066.16),(19 205680.67),(20 206166.02),(21 205522.42),(22 205016.2),(23 204500.47),(24 202862.9),(25 201508.3),(26 201536.2),(27 201235.94),(28 202612.23),(29 204128.52),(30 205928.53),(31 207306.44),(32 208899.95),(33 210139.31),(34 210563.19),(35 210768.61),(36 210759.17),(37 210640.75),(38 210244.34),(39 209479.64),(40 208039.2),(41 207472.8),(42 207602.42),(43 209589.69),(44 211930.6),(45 213583.4),(46 214845.56),(47 215778.28),(48 216494.73),(49 215380.6),(50 214375.39),(51 213685.58),(52 213048.06),(53 212743.64),(54 211648.95),(55 210030.23),(56 209934.67),(57 209938.73),(58 211201.8),(59 213102.17),(60 215410.81),(61 217660.2),(62 219487.47),(63 220451.42),(64 221041.2),(65 222175.33),(66 222967.63),(67 224599.83),(68 225982.13),(69 226421.84),(70 228406.6),(71 231383.84),(72 235239.28),(73 237552.88),(74 239501.63),(75 239710.6),(76 240673.2),(77 241176.22),(78 240547.1),(79 240093.63),
(1 10686.47),(2 32832.773),(3 62037.14),(4 88349.06),(5 110663.9),(6 127548.99),(7 140247.3),(8 148517.94),(9 154132.98),(10 159631.8),(11 165245.67),(12 171189.13),(13 177473.81),(14 184713.38),(15 191107.67),(16 197235.28),(17 202012.83),(18 205198.33),(19 207187.17),(20 208373.88),(21 209902.88),(22 209985.55),(23 209688.56),(24 207300.66),(25 204829.1),(26 202724.53),(27 201139.17),(28 200042.42),(29 199684.36),(30 199518.1),(31 198407.06),(32 197710.78),(33 196843.56),(34 196231.28),(35 196551.36),(36 196356.52),(37 195873.81),(38 195139.17),(39 193927.78),(40 192895.52),(41 192543.25),(42 193093.78),(43 195401.52),(44 197525.97),(45 199037.67),(46 199071.45),(47 199939.2),(48 201000.58),(49 201869.58),(50 202768.88),(51 203958.11),(52 204600.61),(53 205318.2),(54 205778.81),(55 206686.53),(56 207689.34),(57 207293.83),(58 207221.45),(59 206901.28),(60 205545.94),(61 202870.19),(62 200869.81),(63 198977.73),(64 196728.13),(65 194385.78),(66 194038.11),(67 195149.55),(68 197090.22),(69 198282.7),(70 200635.92),(71 204692.06),(72 209165.64),(73 213874.73),(74 217523.73),(75 219369.47),(76 220824.22),(77 222108.39),(78 222585.8),(79 224406.56),
(1 10167.287),(2 30739.268),(3 57884.824),(4 82182.63),(5 102811),(6 118953.85),(7 130438.55),(8 138721.39),(9 145810.33),(10 152966.7),(11 160630.22),(12 167527.08),(13 173754.78),(14 180139.05),(15 185341.03),(16 189459.64),(17 193810.13),(18 197195.9),(19 199246.92),(20 200657.75),(21 201245.1),(22 201434.02),(23 202074.77),(24 200404.6),(25 198261.13),(26 196119.55),(27 195902.97),(28 196715.77),(29 198094.88),(30 199931.34),(31 201364.14),(32 203218.83),(33 203110.06),(34 202979.3),(35 202446.67),(36 200919.16),(37 199925.13),(38 198516.39),(39 196303.58),(40 194626.9),(41 193930.14),(42 193958.7),(43 194808.95),(44 196322.67),(45 197904),(46 199844.17),(47 202673.47),(48 205454.14),(49 207639.9),(50 209003.06),(51 209501.88),(52 209223.94),(53 207722.75),(54 206857.06),(55 206569.89),(56 207054.4),(57 207025.58),(58 208391.69),(59 209115.69),(60 208752.06),(61 208322.61),(62 207746.97),(63 205896.19),(64 204782.48),(65 203698.84),(66 203132.55),(67 204336.11),(68 206421.06),(69 208114.39),(70 210394.9),(71 213613.4),(72 216291.19),(73 218996.1),(74 221073.81),(75 222038.48),(76 223543.16),(77 225228.34),(78 226630.4),(79 228010.72),
(1 11073.423),(2 33891.977),(3 64068.426),(4 91729.95),(5 114848.92),(6 132107.06),(7 144295.16),(8 153260.3),(9 159532.02),(10 165275.13),(11 171647.31),(12 177935.39),(13 184476.25),(14 190170),(15 194234.8),(16 196514.73),(17 198116.31),(18 198760.1),(19 199161.94),(20 199105.16),(21 198491.88),(22 197893.69),(23 196355.02),(24 192512.1),(25 187945.58),(26 184630.25),(27 183888.14),(28 184146.94),(29 184311.84),(30 184266.36),(31 183758.84),(32 183966.1),(33 184106.17),(34 186108.98),(35 188674.77),(36 190625.48),(37 192072.08),(38 193556.44),(39 194046.95),(40 194116.58),(41 194803.72),(42 195227.55),(43 195632.97),(44 197142.69),(45 199269.84),(46 201852.08),(47 205166.23),(48 207200.14),(49 208355.47),(50 210123.84),(51 209728.28),(52 209718.9),(53 209769.34),(54 209286.17),(55 208933.63),(56 208667.53),(57 208208.9),(58 208025.5),(59 208158.05),(60 208256.02),(61 208297.64),(62 208442.3),(63 208487.28),(64 209107.5),(65 210233.64),(66 212971.9),(67 215910.84),(68 218333.48),(69 219250.16),(70 219919.16),(71 221169.78),(72 221379.69),(73 221433.39),(74 222253.2),(75 222857.56),(76 224565.83),(77 225927.9),(78 226976),(79 228677.42),
(1 10753.573),(2 32589.527),(3 60572.395),(4 86186.31),(5 107388.96),(6 123106.22),(7 134269.9),(8 140232.94),(9 143402.02),(10 146524.17),(11 150363.36),(12 155748.39),(13 161949.02),(14 168826.1),(15 174617.97),(16 179760.86),(17 183734.48),(18 186592.72),(19 188850.11),(20 190830.64),(21 192039.83),(22 192522.56),(23 192463.33),(24 191079.75),(25 188447.03),(26 185947.48),(27 184241.19),(28 182238.72),(29 181019.56),(30 179508.92),(31 178499.7),(32 178665.05),(33 178292.3),(34 178099.4),(35 178732.98),(36 180637.1),(37 183221.86),(38 186951.66),(39 189364.64),(40 190339.64),(41 190894.81),(42 190771.33),(43 191640.22),(44 193794.3),(45 195934.94),(46 197705.98),(47 199915.5),(48 200365.66),(49 200568.1),(50 201234.31),(51 201137.08),(52 201378.55),(53 200969.98),(54 200865.3),(55 201608.72),(56 201151.28),(57 200677.77),(58 199526.03),(59 198122),(60 197368.17),(61 197358.61),(62 198730.88),(63 198606.83),(64 198308.2),(65 198364.55),(66 198969.83),(67 199923.94),(68 201281.45),(69 201515.25),(70 202209.56),(71 202954.33),(72 203431.39),(73 204623.4),(74 205672.23),(75 206723.52),(76 207124.39),(77 206636.3),(78 206391.52),(79 207848.73),
