1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1023.59674),(2 1671.5625),(3 2024.1721),(4 2222.703),(5 2345.5374),(6 2429.0764),(7 2488.2046),(8 2517.1921),(9 2588.6477),(10 2655.2402),(11 2745.1733),(12 2804.5452),(13 2879.2131),(14 2945.0588),(15 2985.3333),(16 3034.714),(17 3033.8582),(18 3055.2266),(19 3081.9714),(20 3087.564),(21 3072.5015),(22 3068.9504),(23 3066.769),(24 3055.8372),(25 3064.1213),(26 3045.48),(27 3062.508),(28 3068.3953),(29 3090.8933),(30 3090.5413),(31 3095.3706),(32 3099.3271),(33 3111.7615),(34 3138.5242),(35 3120.154),(36 3099.7053),(37 3077.7686),(38 3095.232),(39 3086.0627),(40 3041.548),(41 3014.1006),(42 3009.9429),(43 3039.0452),(44 3000.759),(45 2961.834),(46 2969.7622),(47 2986.4504),(48 3003.36),(49 3018.2473),(50 3078.1038),(51 3114.783),(52 3088.5632),(53 3069.7097),(54 3047.929),(55 3012.935),(56 3009.8503),(57 3039.008),(58 3039.6055),(59 3029.5632),(60 3005.2144),(61 2975.0203),(62 3021.8015),(63 3075.0422),(64 3076.97),(65 3101.0408),(66 3103.431),(67 3079.2563),(68 3066.542),(69 3100.326),(70 3108.8005),(71 3130.3433),(72 3149.471),(73 3220.981),(74 3305.9316),(75 3358.4211),(76 3433.798),(77 3457.3481),(78 3498.828),(79 3500.5183),
(1 1000.9622),(2 1620.2091),(3 1965.0999),(4 2207.0435),(5 2378.6611),(6 2431.0737),(7 2499.7332),(8 2547.425),(9 2598.9749),(10 2688.5054),(11 2787.4253),(12 2831.3435),(13 2892.187),(14 2905.413),(15 2953.548),(16 2983.9097),(17 2966.2524),(18 3001.192),(19 3056.0266),(20 3070.0654),(21 3083.5652),(22 3045.7573),(23 3052.204),(24 3023.7068),(25 3034.5554),(26 3005.6895),(27 3020.0947),(28 3031.7563),(29 3016.188),(30 3002.4348),(31 3023.727),(32 3030.952),(33 3044.0366),(34 3070.875),(35 3065.8137),(36 3044.651),(37 3035.2478),(38 3030.269),(39 3025.0024),(40 2992.523),(41 2977.4958),(42 2956.0508),(43 2986.7192),(44 2960.5674),(45 2927.1702),(46 2946.3582),(47 2934.643),(48 2916.9678),(49 2936.808),(50 2962.8374),(51 2990.4255),(52 3019.9485),(53 3038.5112),(54 2991.1362),(55 2982.8137),(56 3002.1746),(57 2999.6274),(58 2974.556),(59 2949.9001),(60 2918.9214),(61 2876.63),(62 2876.2239),(63 2892.0261),(64 2890.4695),(65 2877.6313),(66 2876.1042),(67 2893.382),(68 2904.6777),(69 2947.36),(70 2949.6904),(71 2961.7024),(72 2996.631),(73 3060.8752),(74 3151.8281),(75 3201.9746),(76 3233.2175),(77 3275.5896),(78 3297.612),(79 3320.4277),
(1 988.0893),(2 1609.7771),(3 1962.6012),(4 2187.126),(5 2312.8633),(6 2408.6895),(7 2466.1375),(8 2517.9124),(9 2620.0764),(10 2736.9343),(11 2792.5974),(12 2849.8687),(13 2913.254),(14 2947.168),(15 3046.6753),(16 3071.6428),(17 3069.522),(18 3115.5454),(19 3123.0051),(20 3109.622),(21 3108.7468),(22 3107.211),(23 3095.336),(24 3101.1704),(25 3134.7507),(26 3161.0999),(27 3203.268),(28 3199.9092),(29 3164.2407),(30 3183.1372),(31 3149.52),(32 3145.9746),(33 3122.9868),(34 3077.6592),(35 3097.7175),(36 3068.2036),(37 3036.013),(38 3045.5808),(39 3031.901),(40 3021.5051),(41 3064.9707),(42 3053.868),(43 3088.854),(44 3038.2942),(45 3010.4075),(46 3017.9111),(47 3047.3909),(48 3053.349),(49 3056.1975),(50 3079.5793),(51 3110.673),(52 3123.8235),(53 3120.4485),(54 3103.2375),(55 3115.147),(56 3108.45),(57 3083.2925),(58 3069.374),(59 3081.8818),(60 3061.3132),(61 3027.1167),(62 2983.4749),(63 2994.5295),(64 2953.658),(65 2914.5132),(66 2916.9634),(67 2884.2478),(68 2945.9827),(69 2993.502),(70 3009.006),(71 3028.2734),(72 3077.2375),(73 3176.9614),(74 3254.0144),(75 3285.37),(76 3342.9827),(77 3387.224),(78 3430.875),(79 3478.333),
(1 964.9377),(2 1572.0994),(3 1935.9559),(4 2109.5027),(5 2245.858),(6 2338.8816),(7 2419.99),(8 2492.8987),(9 2558.8413),(10 2660.3005),(11 2697.7043),(12 2731.7124),(13 2793.269),(14 2817.2388),(15 2846.5667),(16 2883.1746),(17 2906.9539),(18 2904.9673),(19 2905.2559),(20 2923.796),(21 2977.5703),(22 2979.6663),(23 3008.4468),(24 3008.5212),(25 3049.8328),(26 3077.7473),(27 3135.1335),(28 3122.3596),(29 3104.1985),(30 3105.44),(31 3069.2576),(32 3048.9553),(33 3055.6611),(34 3040.1838),(35 3071.3203),(36 3050.4436),(37 3058.706),(38 3074.893),(39 3062.1155),(40 3052.892),(41 3034),(42 2999.1816),(43 2956.7288),(44 2927.2441),(45 2895.1208),(46 2892.5684),(47 2880.3806),(48 2864.4216),(49 2893.4712),(50 2907.6123),(51 2934.1008),(52 2962.9666),(53 3010.6995),(54 3016.8918),(55 3044.35),(56 3035.9658),(57 3026.3962),(58 2971.2737),(59 2948.5012),(60 2884.1985),(61 2837.9736),(62 2823.3179),(63 2831.6978),(64 2822.523),(65 2818.6082),(66 2845.9102),(67 2871.2122),(68 2930.162),(69 2974.9558),(70 3018.4954),(71 3073.3972),(72 3073.7039),(73 3134.7395),(74 3186.4695),(75 3248.1687),(76 3309.5784),(77 3346.8997),(78 3424.0066),(79 3476.7427),
(1 966.9912),(2 1544.2378),(3 1852.4967),(4 2004.5454),(5 2151.3206),(6 2269.7957),(7 2349.0823),(8 2403.7646),(9 2484.433),(10 2612.7505),(11 2684.9607),(12 2697.8613),(13 2760.5369),(14 2790.432),(15 2847.667),(16 2888.1497),(17 2895.2786),(18 2908.0557),(19 2905.6375),(20 2885.7512),(21 2909.6016),(22 2913.496),(23 2924.6433),(24 2916.9558),(25 2935.7632),(26 2958.8918),(27 3009.5474),(28 3038.7266),(29 3041.009),(30 3018.8804),(31 2974.3174),(32 2972.9275),(33 2971.3955),(34 2972.6577),(35 3008.2075),(36 2968.3484),(37 2954.7322),(38 2996.3289),(39 2977.6973),(40 2969.9578),(41 2990.3904),(42 2956.7778),(43 2908.7178),(44 2870.491),(45 2829.935),(46 2863.6362),(47 2886.307),(48 2876.158),(49 2894.7512),(50 2939.864),(51 2992.8813),(52 2965.3457),(53 2953.432),(54 2940.3801),(55 2911.5557),(56 2904.0063),(57 2920.8958),(58 2896.0154),(59 2886.648),(60 2839.8499),(61 2797.3262),(62 2788.7295),(63 2820.6633),(64 2823.384),(65 2842.4102),(66 2848.708),(67 2896.7632),(68 2897.2842),(69 2900.2026),(70 2905.8171),(71 2940.3757),(72 2932.5461),(73 3039.004),(74 3093.6426),(75 3160.8584),(76 3222.6975),(77 3302.365),(78 3408.7957),(79 3474.9434),
(1 954.2997),(2 1506.4574),(3 1814.305),(4 2010.6127),(5 2159.4456),(6 2256.2913),(7 2323.007),(8 2394.504),(9 2456.7747),(10 2536.2686),(11 2607.2717),(12 2646.9373),(13 2710.9158),(14 2735.3523),(15 2811.3308),(16 2860.8315),(17 2842.7712),(18 2847.9773),(19 2833.2236),(20 2830.5054),(21 2872.78),(22 2894.3643),(23 2945.1406),(24 2953.9622),(25 2978.6975),(26 2962.4236),(27 2993.3025),(28 3002.61),(29 3010.1912),(30 3008.5073),(31 2995.622),(32 2959.9697),(33 2959.5627),(34 2949.978),(35 2967.0688),(36 2938.754),(37 2921.127),(38 2941.994),(39 2949.6887),(40 2955.2273),(41 2961.9521),(42 2955.1636),(43 2934.3477),(44 2906.771),(45 2854.3467),(46 2881.7307),(47 2920.5781),(48 2918.6902),(49 2923.4348),(50 2936.4783),(51 2957.7153),(52 2935.4705),(53 2928.2944),(54 2948.047),(55 2914.75),(56 2902.7922),(57 2875.7454),(58 2896.9475),(59 2863.5752),(60 2797.6968),(61 2782.7314),(62 2781.8086),(63 2809.0774),(64 2772.9382),(65 2784.6577),(66 2782.5845),(67 2803.2297),(68 2806.1619),(69 2831.746),(70 2835.0608),(71 2881.889),(72 2916.2334),(73 2979.167),(74 3010.4438),(75 3075.43),(76 3132.9128),(77 3202.7883),(78 3264.4568),(79 3306.4294),
(1 936.2026),(2 1513.6478),(3 1831.625),(4 2026.5757),(5 2150.7515),(6 2217.1563),(7 2285.9338),(8 2345.7227),(9 2382.732),(10 2442.7766),(11 2495.3616),(12 2543.6958),(13 2594.9675),(14 2616.992),(15 2680.3396),(16 2719.2378),(17 2744.0764),(18 2774.3022),(19 2812.9229),(20 2825.7727),(21 2856.104),(22 2834.648),(23 2825.9841),(24 2808.4797),(25 2834.7913),(26 2854.5103),(27 2913.3748),(28 2897.317),(29 2914.9404),(30 2902.0464),(31 2915.631),(32 2900.7813),(33 2910.2139),(34 2869.008),(35 2852.806),(36 2839.5515),(37 2856.576),(38 2858.2974),(39 2851.1086),(40 2855.5818),(41 2869.191),(42 2871.4978),(43 2847.4504),(44 2825.305),(45 2826.3665),(46 2805.6426),(47 2817.6794),(48 2794.5557),(49 2835.7527),(50 2838.9055),(51 2847.3052),(52 2849.62),(53 2855.544),(54 2833.3525),(55 2853.4646),(56 2850.592),(57 2867.91),(58 2851.5735),(59 2827.3135),(60 2795.2415),(61 2750.9165),(62 2766.2788),(63 2755.9385),(64 2739.8965),(65 2768.9202),(66 2777.8525),(67 2779.9001),(68 2778.4463),(69 2791.5183),(70 2801.4583),(71 2840.5342),(72 2839.3025),(73 2901.6167),(74 2927.432),(75 2995.4885),(76 3040.861),(77 3117.598),(78 3164.1738),(79 3192.3037),
(1 928.2422),(2 1476.9791),(3 1797.1566),(4 1977.5664),(5 2127.3396),(6 2194.9722),(7 2279.07),(8 2329.9797),(9 2383.2148),(10 2438.2993),(11 2482.491),(12 2521.2285),(13 2602.5522),(14 2630.2158),(15 2684.413),(16 2688.6528),(17 2720.0298),(18 2723.564),(19 2726.4426),(20 2725.5588),(21 2739.259),(22 2755.179),(23 2780.9253),(24 2756.2432),(25 2803.3591),(26 2848.1519),(27 2885.55),(28 2893.311),(29 2893.811),(30 2863.3987),(31 2888.6057),(32 2924.904),(33 2942.521),(34 2929.1277),(35 2881.888),(36 2885.951),(37 2921.2793),(38 2928.2869),(39 2926.5886),(40 2897.7874),(41 2878.3247),(42 2908.726),(43 2868.6982),(44 2835.611),(45 2791.2598),(46 2766.1921),(47 2760.547),(48 2740.6338),(49 2763.137),(50 2771.7927),(51 2805.1997),(52 2858.3376),(53 2860.7317),(54 2837.3281),(55 2813.651),(56 2770.6816),(57 2790.724),(58 2756.099),(59 2734.7312),(60 2705.9604),(61 2697.1091),(62 2675.9983),(63 2662.5422),(64 2643.1436),(65 2641.6252),(66 2665.2625),(67 2689.2017),(68 2706.873),(69 2737.9873),(70 2763.206),(71 2833.8513),(72 2846.329),(73 2873.1228),(74 2880.435),(75 2924.5857),(76 2970.4558),(77 3010.8767),(78 3035.3813),(79 3085.168),
(1 909.3925),(2 1425.1584),(3 1718.6527),(4 1898.1013),(5 2026.4764),(6 2094.6592),(7 2152.5144),(8 2229.189),(9 2274.0608),(10 2331.5896),(11 2383.731),(12 2423.7979),(13 2475.2634),(14 2516.7632),(15 2581.8574),(16 2627.77),(17 2643.9058),(18 2641.9456),(19 2630.068),(20 2662.1587),(21 2688.501),(22 2686.538),(23 2703.693),(24 2674.5269),(25 2711.6514),(26 2719.7493),(27 2732.1404),(28 2739.2153),(29 2758.5544),(30 2751.353),(31 2762.5564),(32 2761.3198),(33 2744.1028),(34 2725.2576),(35 2722.741),(36 2713.1345),(37 2715.626),(38 2708.3364),(39 2695.244),(40 2650.7075),(41 2646.413),(42 2648.5098),(43 2619.432),(44 2624.0579),(45 2616.8252),(46 2602.8044),(47 2580.4475),(48 2597.024),(49 2616.3394),(50 2619.6667),(51 2622.0273),(52 2641.0447),(53 2659.7673),(54 2691.5994),(55 2720.157),(56 2718.7813),(57 2711.9321),(58 2691.676),(59 2662.8713),(60 2647.804),(61 2633.4456),(62 2609.2273),(63 2605.0603),(64 2593.8096),(65 2600.164),(66 2601.7441),(67 2622.5786),(68 2657.141),(69 2676.7336),(70 2724.5134),(71 2787.2483),(72 2799.649),(73 2854.4883),(74 2875.831),(75 2902.7239),(76 2909.8325),(77 2956.4204),(78 2978.3062),(79 3029.6887),
(1 897.9416),(2 1419.0038),(3 1715.086),(4 1892.9254),(5 2014.0092),(6 2061.281),(7 2147.9414),(8 2252.7583),(9 2303.3618),(10 2397.837),(11 2427.7014),(12 2469.554),(13 2507.0925),(14 2538.2297),(15 2587.3027),(16 2615.5857),(17 2628.1638),(18 2637.5308),(19 2631.0544),(20 2627.7427),(21 2621.5461),(22 2637.8984),(23 2630.4036),(24 2612.6458),(25 2657.0496),(26 2653.5308),(27 2678.4104),(28 2698.001),(29 2709.211),(30 2730.3232),(31 2731.1018),(32 2714.6587),(33 2686.8333),(34 2684.6995),(35 2723.8381),(36 2711.488),(37 2678.1248),(38 2698.6414),(39 2710.2876),(40 2699.0566),(41 2666.1287),(42 2661.792),(43 2658.5852),(44 2634.6501),(45 2630.0415),(46 2639.0967),(47 2641.6338),(48 2642.351),(49 2632.4404),(50 2638.361),(51 2658.322),(52 2655.1963),(53 2664.7332),(54 2663.0671),(55 2670.7925),(56 2682.714),(57 2628.2148),(58 2583.4993),(59 2574.5344),(60 2558.4995),(61 2547.6023),(62 2514.674),(63 2538.961),(64 2541.5059),(65 2555.6238),(66 2561.7925),(67 2559.0427),(68 2569.4045),(69 2612.194),(70 2670.061),(71 2758.0857),(72 2803.2412),(73 2862.9448),(74 2885.8696),(75 2924.2861),(76 2968.247),(77 3009.2146),(78 3010.2695),(79 3049.8958),
(1 894.1859),(2 1411.1731),(3 1711.341),(4 1891.7028),(5 2035.2333),(6 2073.4077),(7 2126.1267),(8 2184.6501),(9 2230.0205),(10 2345.834),(11 2388.2925),(12 2444.3809),(13 2490.673),(14 2526.9797),(15 2557.3096),(16 2593.7908),(17 2618.5195),(18 2665.3252),(19 2650.3545),(20 2675.0967),(21 2680.4265),(22 2660.9485),(23 2646.067),(24 2639.7456),(25 2662.3574),(26 2693.9944),(27 2713.5288),(28 2740.0942),(29 2751.4248),(30 2761.209),(31 2731.3503),(32 2728.4265),(33 2744.6436),(34 2726.0935),(35 2755.1182),(36 2764.3838),(37 2771.692),(38 2789.5078),(39 2759.5964),(40 2745.1077),(41 2735.7358),(42 2710.9788),(43 2730.166),(44 2739.5771),(45 2724.9846),(46 2714.1545),(47 2732.4634),(48 2735.111),(49 2747.5088),(50 2739.6816),(51 2696.2185),(52 2636.6353),(53 2632.6516),(54 2628.6536),(55 2638.9531),(56 2613.0115),(57 2581.953),(58 2537.2075),(59 2531.4475),(60 2527.9434),(61 2514.748),(62 2489.778),(63 2504.7705),(64 2514.791),(65 2531.3262),(66 2553.7578),(67 2566.2385),(68 2592.3254),(69 2632.7878),(70 2661.1616),(71 2746.395),(72 2774.9065),(73 2851.3047),(74 2858.058),(75 2917.6145),(76 2966.1516),(77 2992.8223),(78 3030.9119),(79 3068.68),
(1 871.011),(2 1358.1643),(3 1636.6113),(4 1788.9613),(5 1941.3354),(6 2009.0646),(7 2066.9033),(8 2118.1682),(9 2161.1365),(10 2256.685),(11 2294.8623),(12 2336.6814),(13 2410.0146),(14 2424.7073),(15 2497.8489),(16 2524.2844),(17 2560.2305),(18 2606.9294),(19 2602.349),(20 2634.6055),(21 2654.6636),(22 2664.6975),(23 2672.6846),(24 2685.2163),(25 2716.5247),(26 2718.8142),(27 2738.9934),(28 2757.4973),(29 2747.642),(30 2742.882),(31 2730.9546),(32 2746.892),(33 2761.6555),(34 2750.0105),(35 2788.3523),(36 2818.2244),(37 2792.1477),(38 2788.3472),(39 2771.655),(40 2717.788),(41 2703.0894),(42 2688.7385),(43 2707.7239),(44 2700.957),(45 2679.597),(46 2668.7227),(47 2687.7893),(48 2692.676),(49 2695.972),(50 2681.7307),(51 2639.9148),(52 2594.0952),(53 2582.272),(54 2552.0708),(55 2580.9001),(56 2554.8193),(57 2531.7773),(58 2496.6511),(59 2488.6118),(60 2503.686),(61 2491.3674),(62 2457.7493),(63 2464.1792),(64 2442.1694),(65 2430.4639),(66 2440.2751),(67 2491.0037),(68 2516.5984),(69 2540.2153),(70 2562.1726),(71 2590.141),(72 2618.6597),(73 2700.2175),(74 2758.855),(75 2831.162),(76 2897.376),(77 2931.4456),(78 2995.7527),(79 3027.8716),
(1 890.00726),(2 1380.9164),(3 1662.6395),(4 1837.2526),(5 1975.0677),(6 2051.2185),(7 2131.1458),(8 2222.087),(9 2273.3547),(10 2404.5784),(11 2450.4927),(12 2536.7576),(13 2600.6677),(14 2647.297),(15 2728.5789),(16 2727.206),(17 2722.8901),(18 2735.6753),(19 2761.7854),(20 2798.5789),(21 2784.9414),(22 2738.6553),(23 2730.4912),(24 2715.3086),(25 2739.6985),(26 2731.6453),(27 2710.222),(28 2755.157),(29 2761.9153),(30 2799.1433),(31 2761.5435),(32 2761.056),(33 2757.2114),(34 2719.2102),(35 2751.6528),(36 2735.6812),(37 2693.7336),(38 2649.2642),(39 2612.234),(40 2572.2947),(41 2551.9734),(42 2517.3545),(43 2542.4658),(44 2537.31),(45 2518.6982),(46 2489.6897),(47 2509.0269),(48 2522.3445),(49 2533.0298),(50 2545.7822),(51 2558.722),(52 2549.819),(53 2553.8525),(54 2548.042),(55 2545.7993),(56 2521.827),(57 2523.5537),(58 2536.7566),(59 2537.307),(60 2559.6636),(61 2543.3748),(62 2515.0894),(63 2511.7932),(64 2480.6711),(65 2466.3208),(66 2484.7385),(67 2529.6355),(68 2554.3704),(69 2599.0466),(70 2602.4539),(71 2650.064),(72 2678.4753),(73 2770.53),(74 2812.7048),(75 2891.2126),(76 2964.536),(77 3000.9373),(78 3037.3901),(79 3087.6511),
(1 854.154),(2 1356.426),(3 1611.9827),(4 1779.4193),(5 1903.3026),(6 1981.0563),(7 2073.2366),(8 2128.0415),(9 2171.012),(10 2245.3726),(11 2306.9543),(12 2368.0488),(13 2430.2876),(14 2452.502),(15 2508.72),(16 2521.7185),(17 2546.2969),(18 2561.4954),(19 2577.6501),(20 2598.811),(21 2597.4158),(22 2581.8179),(23 2571.9968),(24 2567.3135),(25 2588.4382),(26 2583.4478),(27 2606.5688),(28 2632.9465),(29 2640.2979),(30 2640.1582),(31 2627.5745),(32 2634.8474),(33 2624.654),(34 2592.0806),(35 2616.1545),(36 2596.2708),(37 2565.8367),(38 2531.0679),(39 2535.1592),(40 2525.3708),(41 2506.6936),(42 2531.3608),(43 2535.8584),(44 2489.3547),(45 2460.8647),(46 2434.1328),(47 2441.7659),(48 2456.1272),(49 2469.5354),(50 2495.0815),(51 2519.89),(52 2503.2178),(53 2469.867),(54 2453.9238),(55 2447.7434),(56 2447.1887),(57 2467.2798),(58 2492.9985),(59 2485.9238),(60 2483.6633),(61 2449.9312),(62 2443.4692),(63 2441.3945),(64 2450.517),(65 2435.5693),(66 2432.6091),(67 2443.202),(68 2469.8955),(69 2520.2524),(70 2528.8896),(71 2563.5142),(72 2561.5706),(73 2625.9214),(74 2686.5596),(75 2756.3079),(76 2813.5244),(77 2842.6516),(78 2900.354),(79 2927.292),
(1 826.92017),(2 1304.7588),(3 1554.8119),(4 1694.1488),(5 1808.9655),(6 1864.6388),(7 1918.8676),(8 1985.1124),(9 2021.1915),(10 2106.046),(11 2143.6384),(12 2192.7126),(13 2233.208),(14 2238.8457),(15 2292.1694),(16 2310.962),(17 2314.799),(18 2367.3835),(19 2384.6077),(20 2398.4883),(21 2394.1658),(22 2403.02),(23 2397.5608),(24 2391.7915),(25 2428.3398),(26 2430.2053),(27 2447.8494),(28 2492.853),(29 2524.6848),(30 2518.7388),(31 2510.246),(32 2529.164),(33 2528.8665),(34 2468.2578),(35 2436.0198),(36 2400.1875),(37 2391.9001),(38 2395.4436),(39 2396.3008),(40 2388.9775),(41 2394.0337),(42 2417.5552),(43 2393.5225),(44 2372.6472),(45 2365.6855),(46 2345.3894),(47 2334.172),(48 2329.98),(49 2337.6677),(50 2349.2786),(51 2348.3003),(52 2348.2354),(53 2328.555),(54 2323.2412),(55 2352.8508),(56 2338.1853),(57 2336.5767),(58 2337.323),(59 2335.638),(60 2353.2),(61 2339.482),(62 2314.7322),(63 2309.4172),(64 2292.3367),(65 2297.0745),(66 2278.1018),(67 2279.631),(68 2268.9717),(69 2292.6685),(70 2322.542),(71 2367.0454),(72 2398.039),(73 2482.6138),(74 2544.4456),(75 2613.2144),(76 2643.6138),(77 2676.8208),(78 2713.505),(79 2747.0437),
(1 825.039),(2 1283.0934),(3 1546.1079),(4 1689.8547),(5 1784.9226),(6 1864.7465),(7 1919.0133),(8 1965.6627),(9 1998.7554),(10 2059.2998),(11 2071.6123),(12 2128.0205),(13 2180.1914),(14 2221.1687),(15 2276.8557),(16 2249.028),(17 2231.9585),(18 2251.7317),(19 2260.568),(20 2317.0728),(21 2318.549),(22 2332.4167),(23 2339.6516),(24 2324.1526),(25 2300.7097),(26 2301.6038),(27 2323.2444),(28 2331.874),(29 2330.9666),(30 2340.8955),(31 2374.0784),(32 2406.5215),(33 2427.8635),(34 2401.733),(35 2365.1033),(36 2341.8047),(37 2320.9607),(38 2328.2888),(39 2321.7803),(40 2345.5461),(41 2350.7612),(42 2355.3682),(43 2384.5027),(44 2359.899),(45 2345.1543),(46 2314.7314),(47 2283.4543),(48 2276.935),(49 2273.5479),(50 2287.8071),(51 2295.912),(52 2296.9797),(53 2255.1453),(54 2221.804),(55 2254.4883),(56 2257.7253),(57 2265.1265),(58 2258.089),(59 2276.5117),(60 2294.41),(61 2276.3591),(62 2255.9158),(63 2255.363),(64 2251.6726),(65 2270.572),(66 2231.3635),(67 2250.8213),(68 2240.014),(69 2232.6897),(70 2238.4417),(71 2245.263),(72 2273.8047),(73 2364.2188),(74 2422.4998),(75 2476.9373),(76 2496.489),(77 2547.5159),(78 2609.433),(79 2634.0547),
(1 809.63043),(2 1233.5276),(3 1490.1444),(4 1605.2898),(5 1703.0635),(6 1768.3363),(7 1827.5984),(8 1889.4932),(9 1931.091),(10 1990.8077),(11 2030.8973),(12 2109.847),(13 2183.7717),(14 2230.4998),(15 2303.81),(16 2265.0217),(17 2230.662),(18 2238.868),(19 2255.0693),(20 2271.7307),(21 2293.5574),(22 2304.1316),(23 2294.8184),(24 2286.9065),(25 2284.4502),(26 2281.2832),(27 2311.301),(28 2329.859),(29 2323.8218),(30 2324.2249),(31 2338.8655),(32 2341.7905),(33 2343.775),(34 2336.0996),(35 2331.891),(36 2316.724),(37 2321.4998),(38 2336.8354),(39 2325.3496),(40 2327.8132),(41 2332.326),(42 2347.6577),(43 2372.2075),(44 2357.9968),(45 2317.9258),(46 2308.894),(47 2321.3628),(48 2295.2341),(49 2275.0972),(50 2287.143),(51 2288.0332),(52 2252.2666),(53 2232.969),(54 2197.636),(55 2194.2844),(56 2219.644),(57 2233.6782),(58 2213.5647),(59 2220.364),(60 2206.3328),(61 2201.329),(62 2206.6714),(63 2234.4116),(64 2225.5254),(65 2221.6436),(66 2220.9617),(67 2231.999),(68 2207.169),(69 2198.9695),(70 2217.8276),(71 2236.1433),(72 2246.9277),(73 2329.1191),(74 2395.0105),(75 2447.335),(76 2478.0188),(77 2484.0293),(78 2520.5376),(79 2568.5088),
