1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43358.113),(2 152164.34),(3 336297.3),(4 574565.56),(5 890413.2),(6 1190747.6),(7 1579845.6),(8 2031983.5),(9 2527820.3),(10 3073628.8),(11 3697898),(12 4363522),(13 5083276),(14 5818271.5),(15 6585319.5),(16 7339161.5),(17 8114001.5),(18 8866991),(19 9631816),(20 10393675),(21 11172145),(22 11919799),(23 12689036),(24 13472344),(25 14249139),(26 15060260),(27 15901129),(28 16818314),(29 17743466),(30 18725760),(31 19474734),(32 20398404),(33 21346136),(34 22323472),(35 23399130),(36 24526730),(37 25844006),(38 27280342),(39 28785390),(40 30203970),(41 31426994),(42 32610890),(43 33771956),(44 34886092),(45 35958496),(46 37027860),(47 38072404),(48 39106068),(49 40056140),(50 40952224),(51 41769304),(52 42396700),(53 42858108),(54 43175980),(55 43467340),(56 43467116),(57 43378440),(58 43232020),(59 43186268),(60 43025424),(61 43076540),(62 43337652),(63 43719804),(64 44200200),(65 44731476),(66 45382956),(67 46122724),(68 46923120),(69 47869532),(70 48882068),(71 49994108),(72 51187148),(73 52628932),(74 54301828),(75 56187364),(76 58031308),(77 59838116),(78 61643300),(79 63321684),
(1 89.19067),(2 110.25801),(3 120.83977),(4 129.05495),(5 133.56004),(6 135.17409),(7 138.19331),(8 140.26874),(9 140.82056),(10 143.63512),(11 142.73503),(12 142.08804),(13 145.56401),(14 146.1407),(15 149.04068),(16 147.79967),(17 150.93109),(18 150.80347),(19 150.92705),(20 149.40805),(21 150.99922),(22 154.56398),(23 155.3757),(24 155.47116),(25 155.90376),(26 156.20837),(27 157.21887),(28 157.02104),(29 159.07295),(30 159.76274),(31 159.03549),(32 159.2059),(33 156.96812),(34 160.44519),(35 159.00424),(36 158.32709),(37 160.04393),(38 160.43324),(39 158.69005),(40 159.73116),(41 162.40999),(42 164.19087),(43 159.97592),(44 160.21086),(45 161.28287),(46 162.87898),(47 161.13219),(48 156.97066),(49 161.02032),(50 162.65768),(51 161.21422),(52 165.46355),(53 162.29285),(54 165.54198),(55 164.04028),(56 162.21573),(57 163.15257),(58 165.69534),(59 164.06035),(60 160.15517),(61 164.53123),(62 165.92003),(63 167.17996),(64 166.96814),(65 168.7691),(66 168.44727),(67 168.1826),(68 166.62462),(69 167.46938),(70 170.0425),(71 170.00316),(72 170.06223),(73 172.45201),(74 172.05928),(75 173.22362),(76 173.47328),(77 177.09727),(78 178.69516),(79 178.33339),
(1 89.35092),(2 108.721725),(3 120.709114),(4 127.585556),(5 133.82864),(6 135.98465),(7 136.92747),(8 139.40105),(9 140.17053),(10 143.92032),(11 145.41872),(12 143.76828),(13 145.13734),(14 146.45853),(15 148.32889),(16 147.61899),(17 149.41176),(18 150.32512),(19 151.36272),(20 150.0571),(21 150.54288),(22 151.61478),(23 151.63577),(24 151.43086),(25 152.45006),(26 153.77849),(27 154.49966),(28 154.5939),(29 156.3932),(30 157.05232),(31 156.40508),(32 156.38564),(33 153.58194),(34 154.82652),(35 157.21812),(36 154.69589),(37 157.08597),(38 157.95175),(39 158.98798),(40 160.67934),(41 159.60597),(42 160.32065),(43 159.28082),(44 159.68816),(45 162.19139),(46 163.96379),(47 162.33054),(48 160.14107),(49 162.08206),(50 166.53735),(51 165.05067),(52 166.90288),(53 165.23099),(54 166.88495),(55 166.45137),(56 164.97101),(57 165.83824),(58 167.69217),(59 167.12811),(60 165.48988),(61 167.76842),(62 170.27043),(63 171.36522),(64 171.36003),(65 171.65535),(66 168.74788),(67 169.24593),(68 168.70717),(69 170.56276),(70 171.40297),(71 170.82484),(72 170.58052),(73 170.28946),(74 169.82458),(75 170.3749),(76 171.80962),(77 173.31453),(78 172.5668),(79 173.80647),
(1 86.672424),(2 106.79102),(3 117.96172),(4 124.401405),(5 130.75058),(6 134.61603),(7 137.13124),(8 139.50827),(9 140.94426),(10 141.4709),(11 142.16869),(12 139.11638),(13 144.2233),(14 143.58093),(15 144.18765),(16 146.03665),(17 146.0074),(18 146.0079),(19 146.19345),(20 146.80515),(21 147.96335),(22 147.50438),(23 148.63947),(24 148.9084),(25 149.77528),(26 150.9515),(27 152.02148),(28 149.7855),(29 154.00436),(30 151.52448),(31 150.54543),(32 152.39053),(33 152.36026),(34 153.13264),(35 155.437),(36 153.13069),(37 153.40688),(38 155.03975),(39 154.72223),(40 156.04152),(41 155.14241),(42 157.33034),(43 157.16884),(44 158.71837),(45 158.91667),(46 159.91019),(47 160.01768),(48 157.07326),(49 160.37558),(50 163.47798),(51 163.94212),(52 164.56604),(53 163.78218),(54 163.05421),(55 163.22511),(56 164.41277),(57 164.44382),(58 164.34932),(59 164.70787),(60 164.81233),(61 165.14699),(62 166.78246),(63 167.83653),(64 167.88008),(65 171.06763),(66 169.20717),(67 170.22516),(68 168.314),(69 168.91026),(70 169.93517),(71 169.48851),(72 167.76823),(73 167.82986),(74 169.38768),(75 168.47804),(76 167.98833),(77 171.69008),(78 169.65105),(79 171.71071),
(1 85.67956),(2 104.853455),(3 113.93998),(4 121.308914),(5 126.1613),(6 130.4001),(7 133.67432),(8 134.58853),(9 137.12042),(10 140.09558),(11 140.14304),(12 138.21313),(13 142.50179),(14 140.09894),(15 142.35626),(16 144.23479),(17 145.76033),(18 144.1527),(19 145.64423),(20 146.42079),(21 147.16737),(22 148.05798),(23 148.90689),(24 145.73166),(25 150.42293),(26 150.34021),(27 152.14246),(28 152.81319),(29 154.31511),(30 151.64542),(31 150.12445),(32 151.2697),(33 151.01154),(34 154.00673),(35 149.80826),(36 149.02925),(37 151.13899),(38 151.49849),(39 152.44823),(40 153.6369),(41 152.63312),(42 154.49234),(43 153.07977),(44 153.75703),(45 154.85713),(46 156.96414),(47 157.01958),(48 156.16956),(49 158.5348),(50 159.31181),(51 159.24512),(52 162.90239),(53 160.22974),(54 161.63),(55 160.91397),(56 158.89401),(57 158.67644),(58 159.05373),(59 159.2225),(60 158.57083),(61 159.50635),(62 161.96817),(63 163.24678),(64 162.33571),(65 162.83534),(66 164.62143),(67 164.49376),(68 163.58875),(69 163.31491),(70 163.93529),(71 163.63142),(72 160.97714),(73 161.3496),(74 163.22974),(75 164.87453),(76 164.36452),(77 168.5532),(78 169.01128),(79 170.0874),
(1 83.57963),(2 102.85324),(3 113.61453),(4 120.358604),(5 124.842094),(6 128.44115),(7 131.87706),(8 131.2015),(9 133.8842),(10 136.4002),(11 137.71744),(12 135.18864),(13 139.96397),(14 138.0074),(15 139.6434),(16 139.61887),(17 142.34203),(18 141.76529),(19 141.57303),(20 142.39464),(21 143.90282),(22 143.26047),(23 143.52411),(24 142.79022),(25 147.42212),(26 148.64778),(27 150.58604),(28 150.17876),(29 151.77065),(30 149.58998),(31 148.48567),(32 149.06572),(33 148.78209),(34 150.14442),(35 148.32317),(36 146.52011),(37 149.76726),(38 149.49374),(39 149.71605),(40 151.77437),(41 151.24513),(42 151.1206),(43 148.96858),(44 148.49318),(45 148.97122),(46 150.23752),(47 150.09033),(48 149.10866),(49 151.81354),(50 151.09363),(51 153.50232),(52 157.35724),(53 153.44194),(54 153.80888),(55 153.05197),(56 152.31079),(57 152.9317),(58 154.34348),(59 155.88472),(60 152.44579),(61 156.76227),(62 159.45044),(63 160.28914),(64 160.39558),(65 161.47276),(66 160.98079),(67 161.96208),(68 161.98938),(69 161.95511),(70 161.79265),(71 162.19063),(72 158.686),(73 160.50215),(74 158.74594),(75 160.07674),(76 162.39027),(77 167.19464),(78 166.79086),(79 167.23152),
(1 83.253044),(2 102.18663),(3 113.83751),(4 118.722145),(5 123.21913),(6 124.83819),(7 128.72536),(8 128.94666),(9 130.41191),(10 134.4643),(11 135.07056),(12 133.9952),(13 136.57956),(14 138.54868),(15 140.28114),(16 139.09566),(17 140.9178),(18 142.40579),(19 142.58836),(20 141.80739),(21 139.89148),(22 139.98471),(23 142.37169),(24 140.59721),(25 142.35179),(26 144.60112),(27 146.3379),(28 145.19481),(29 146.32278),(30 147.02916),(31 146.18701),(32 147.2703),(33 146.2613),(34 149.92447),(35 148.57144),(36 145.85387),(37 148.8515),(38 148.74321),(39 149.15088),(40 151.53606),(41 151.40924),(42 150.14395),(43 151.04291),(44 149.69273),(45 151.09961),(46 152.27855),(47 150.61842),(48 149.55156),(49 150.74008),(50 152.1072),(51 152.53476),(52 155.77017),(53 153.33925),(54 152.51173),(55 153.1245),(56 151.20015),(57 152.59285),(58 152.34735),(59 153.85814),(60 152.12862),(61 155.40266),(62 155.46469),(63 157.6748),(64 158.8743),(65 157.43933),(66 159.36221),(67 160.01585),(68 156.4747),(69 158.32436),(70 159.42934),(71 159.64825),(72 156.8615),(73 160.15918),(74 160.65485),(75 161.79665),(76 163.20639),(77 168.94449),(78 168.64862),(79 169.37651),
(1 82.41646),(2 101.6155),(3 111.102325),(4 117.27761),(5 121.81967),(6 122.79773),(7 125.97077),(8 126.93435),(9 126.94025),(10 128.98366),(11 129.93962),(12 127.07203),(13 131.165),(14 132.51833),(15 134.17677),(16 134.43405),(17 135.83951),(18 136.01044),(19 135.95439),(20 137.6141),(21 136.55609),(22 136.95457),(23 139.05624),(24 137.17714),(25 139.22653),(26 141.48807),(27 144.02107),(28 142.46017),(29 142.52196),(30 142.22102),(31 142.19907),(32 143.0143),(33 143.3461),(34 145.19792),(35 145.27528),(36 144.50288),(37 147.064),(38 146.05812),(39 145.59825),(40 146.63545),(41 147.3368),(42 146.03659),(43 146.31699),(44 145.59767),(45 147.53543),(46 149.24205),(47 149.51929),(48 148.783),(49 150.14778),(50 151.99881),(51 152.51514),(52 155.80151),(53 154.46225),(54 153.00435),(55 152.95996),(56 152.0066),(57 151.3694),(58 151.90736),(59 150.8966),(60 151.54951),(61 152.80324),(62 152.02977),(63 154.32945),(64 156.85396),(65 156.2418),(66 156.82362),(67 157.21158),(68 154.654),(69 153.83908),(70 153.45676),(71 153.06268),(72 150.61133),(73 153.9185),(74 153.43585),(75 153.77599),(76 155.20941),(77 159.08415),(78 158.90416),(79 160.63568),
(1 82.816505),(2 100.97158),(3 109.60956),(4 116.86466),(5 121.2325),(6 122.948524),(7 125.65686),(8 128.15424),(9 126.63094),(10 129.64401),(11 131.12132),(12 129.11096),(13 132.35495),(14 133.37889),(15 134.6391),(16 134.66936),(17 136.45836),(18 135.76863),(19 133.32344),(20 135.05115),(21 135.462),(22 138.24168),(23 138.04695),(24 136.57272),(25 138.32527),(26 140.15616),(27 141.93814),(28 142.14389),(29 142.4764),(30 139.43289),(31 140.74583),(32 141.28047),(33 143.16113),(34 144.09444),(35 143.325),(36 142.0742),(37 144.99107),(38 143.32542),(39 143.44878),(40 145.79318),(41 145.67126),(42 146.8466),(43 144.74458),(44 145.79245),(45 145.92172),(46 146.67769),(47 148.4728),(48 147.33063),(49 149.86922),(50 149.3679),(51 149.60083),(52 151.45963),(53 151.41699),(54 149.40685),(55 148.19539),(56 148.55077),(57 147.92049),(58 148.57306),(59 148.90866),(60 149.0572),(61 150.43695),(62 149.165),(63 151.3289),(64 151.66669),(65 153.61311),(66 153.41559),(67 154.35947),(68 154.21902),(69 153.61148),(70 153.70705),(71 152.54483),(72 152.06381),(73 155.15291),(74 154.0641),(75 156.67697),(76 157.17348),(77 160.77226),(78 160.07083),(79 160.80043),
(1 81.47558),(2 100.56748),(3 109.99197),(4 117.16384),(5 120.877304),(6 123.917206),(7 126.47191),(8 129.80237),(9 130.08165),(10 131.65303),(11 131.5951),(12 129.41862),(13 131.31866),(14 130.398),(15 133.14111),(16 132.72382),(17 135.47716),(18 135.08698),(19 133.82628),(20 134.51851),(21 135.78764),(22 137.40007),(23 136.70009),(24 134.72765),(25 137.03255),(26 138.4712),(27 141.18668),(28 140.82797),(29 140.86832),(30 138.29332),(31 138.52809),(32 139.27957),(33 139.58943),(34 139.50151),(35 138.29979),(36 137.96773),(37 139.80676),(38 140.99492),(39 140.52068),(40 142.70102),(41 144.1435),(42 142.58357),(43 143.83566),(44 141.4814),(45 143.008),(46 143.53131),(47 142.73813),(48 141.34418),(49 143.49904),(50 143.8636),(51 146.81876),(52 147.79745),(53 149.66124),(54 149.92348),(55 147.88852),(56 149.70612),(57 149.14761),(58 148.88304),(59 149.58302),(60 149.00693),(61 150.9803),(62 150.56691),(63 149.62675),(64 151.11792),(65 151.63771),(66 152.93904),(67 153.64638),(68 154.01585),(69 153.61334),(70 151.64052),(71 151.83286),(72 150.66634),(73 152.22696),(74 152.02219),(75 154.58948),(76 155.76979),(77 161.04259),(78 161.49525),(79 162.07881),
(1 78.26715),(2 95.542465),(3 105.66853),(4 111.17207),(5 114.346176),(6 117.7063),(7 120.6306),(8 121.80992),(9 123.199135),(10 127.276085),(11 126.630875),(12 126.87487),(13 128.70323),(14 126.797745),(15 128.73062),(16 130.14642),(17 132.43178),(18 132.1228),(19 132.9401),(20 133.73297),(21 133.97319),(22 134.5924),(23 135.0823),(24 131.61635),(25 134.67625),(26 136.58653),(27 136.71849),(28 138.5623),(29 138.34474),(30 136.224),(31 135.59355),(32 137.17493),(33 138.83035),(34 138.45041),(35 138.48653),(36 136.54126),(37 137.56511),(38 138.46957),(39 137.71802),(40 139.54253),(41 141.3084),(42 141.0905),(43 139.45294),(44 139.04138),(45 140.0516),(46 141.76117),(47 138.61887),(48 137.80576),(49 141.9626),(50 142.78326),(51 142.64586),(52 145.28064),(53 147.22935),(54 146.51308),(55 146.75447),(56 146.13605),(57 146.47237),(58 146.78688),(59 145.21649),(60 144.61557),(61 146.45241),(62 146.16592),(63 145.97958),(64 147.20732),(65 146.3629),(66 147.99179),(67 148.7413),(68 149.59439),(69 148.32706),(70 148.72113),(71 149.44238),(72 145.5629),(73 147.49979),(74 146.04933),(75 146.3815),(76 146.23453),(77 149.55298),(78 152.28418),(79 152.50298),
(1 77.69489),(2 94.44848),(3 104.71576),(4 111.0545),(5 114.61831),(6 116.77782),(7 120.31827),(8 121.397766),(9 123.37338),(10 124.17444),(11 124.90493),(12 126.24643),(13 128.2462),(14 128.21672),(15 127.55118),(16 128.82835),(17 130.02917),(18 129.16638),(19 129.24608),(20 130.24886),(21 129.16647),(22 127.79625),(23 129.02464),(24 126.25136),(25 128.49364),(26 129.67238),(27 130.92424),(28 132.6119),(29 132.52156),(30 132.21834),(31 132.83415),(32 133.11281),(33 134.09383),(34 135.33313),(35 134.57487),(36 131.88493),(37 133.32063),(38 134.24594),(39 135.15881),(40 135.67395),(41 136.48645),(42 136.94731),(43 136.36514),(44 135.11313),(45 136.352),(46 139.13972),(47 137.9818),(48 137.78185),(49 140.70056),(50 141.08641),(51 140.48286),(52 142.65651),(53 144.38393),(54 143.9418),(55 144.20407),(56 142.6038),(57 142.02428),(58 143.0892),(59 143.99687),(60 142.1826),(61 143.91953),(62 143.56078),(63 144.75444),(64 144.05705),(65 143.48232),(66 144.84883),(67 144.37628),(68 144.27574),(69 142.706),(70 143.66423),(71 144.35056),(72 142.039),(73 143.02126),(74 144.29358),(75 145.48514),(76 146.07054),(77 150.1427),(78 151.11467),(79 150.84125),
(1 78.5403),(2 95.6968),(3 104.59827),(4 112.22703),(5 116.07402),(6 117.847046),(7 121.93878),(8 121.3867),(9 123.330086),(10 124.83058),(11 125.21317),(12 125.22817),(13 127.28525),(14 127.226425),(15 126.72693),(16 127.17373),(17 127.93705),(18 129.90698),(19 128.1063),(20 127.904465),(21 126.29941),(22 127.92162),(23 128.66158),(24 127.4122),(25 130.69464),(26 131.69318),(27 133.70631),(28 134.07661),(29 134.54274),(30 135.04399),(31 134.18767),(32 133.18286),(33 133.18939),(34 135.95924),(35 136.2634),(36 132.72006),(37 135.21365),(38 133.99402),(39 134.67546),(40 134.72266),(41 134.63544),(42 136.59274),(43 135.64418),(44 137.09482),(45 135.27843),(46 137.3937),(47 136.75914),(48 137.68552),(49 139.52026),(50 140.20245),(51 142.02716),(52 145.24876),(53 145.0355),(54 143.4142),(55 142.5211),(56 143.37556),(57 142.84027),(58 142.5385),(59 141.62672),(60 140.64452),(61 142.69254),(62 141.74179),(63 143.06572),(64 142.54895),(65 143.26096),(66 144.01486),(67 143.96182),(68 145.28468),(69 144.21948),(70 144.06526),(71 143.81906),(72 144.70126),(73 145.68077),(74 145.07234),(75 146.07869),(76 149.06413),(77 153.5134),(78 153.47609),(79 154.11417),
(1 76.25397),(2 93.585945),(3 102.49101),(4 109.3173),(5 113.56014),(6 116.37488),(7 118.37584),(8 118.855034),(9 119.947876),(10 122.627655),(11 121.648476),(12 119.23757),(13 121.05957),(14 122.655914),(15 123.17548),(16 125.72559),(17 125.140564),(18 126.413635),(19 126.435585),(20 126.03548),(21 125.787796),(22 127.034676),(23 127.689064),(24 125.779366),(25 129.15959),(26 130.71706),(27 131.76741),(28 132.92715),(29 133.9154),(30 134.59956),(31 134.3628),(32 133.44058),(33 133.48073),(34 134.93857),(35 133.0015),(36 130.97864),(37 133.12822),(38 135.31506),(39 135.1916),(40 135.25345),(41 133.90402),(42 136.33112),(43 135.55597),(44 134.91443),(45 135.30075),(46 137.97586),(47 135.99931),(48 136.42694),(49 138.03578),(50 139.66177),(51 140.13335),(52 141.91747),(53 141.70393),(54 140.96387),(55 139.11455),(56 139.62341),(57 139.0908),(58 139.77567),(59 140.3431),(60 140.27824),(61 141.76659),(62 143.04083),(63 144.85472),(64 144.99228),(65 146.89108),(66 146.65962),(67 145.55995),(68 145.95145),(69 145.45651),(70 145.04082),(71 144.69772),(72 143.9608),(73 147.40231),(74 146.00589),(75 146.20604),(76 147.37793),(77 150.94629),(78 150.97055),(79 151.84026),
(1 76.41709),(2 92.53735),(3 101.31716),(4 108.92563),(5 114.08913),(6 116.42032),(7 117.87405),(8 119.29076),(9 119.969734),(10 121.56144),(11 120.79041),(12 118.03648),(13 119.99426),(14 121.80635),(15 123.3869),(16 123.25447),(17 124.36716),(18 124.99102),(19 126.68628),(20 125.635796),(21 126.929115),(22 124.916885),(23 124.580444),(24 124.33907),(25 127.02977),(26 128.04814),(27 127.993324),(28 130.47356),(29 131.36386),(30 129.52731),(31 129.63693),(32 131.1555),(33 132.18208),(34 131.29451),(35 129.86569),(36 128.52568),(37 129.5978),(38 132.87848),(39 132.7072),(40 133.2132),(41 132.88632),(42 133.7029),(43 133.2715),(44 134.14777),(45 135.2939),(46 135.83145),(47 135.12471),(48 136.09435),(49 138.10976),(50 139.00723),(51 140.29051),(52 140.72424),(53 142.84526),(54 143.4185),(55 141.41182),(56 140.76527),(57 140.197),(58 140.80365),(59 139.6742),(60 138.64792),(61 140.78497),(62 141.55858),(63 143.75575),(64 143.72163),(65 143.74376),(66 143.75975),(67 144.64964),(68 144.11089),(69 143.63954),(70 142.89763),(71 141.52826),(72 140.85814),(73 143.25224),(74 143.25223),(75 141.76566),(76 142.80966),(77 146.46889),(78 145.28107),(79 146.7962),
(1 75.664894),(2 91.07429),(3 100.45819),(4 106.43041),(5 111.018456),(6 114.358864),(7 117.2882),(8 117.22634),(9 118.556),(10 118.005684),(11 118.577415),(12 116.40925),(13 118.150856),(14 118.50693),(15 119.76295),(16 120.18896),(17 120.91497),(18 121.11541),(19 124.389915),(20 122.74288),(21 123.804),(22 124.66339),(23 123.72216),(24 122.31908),(25 122.2866),(26 123.22473),(27 124.75246),(28 125.74272),(29 127.38391),(30 127.487885),(31 127.875854),(32 129.32385),(33 130.28696),(34 129.08798),(35 128.5174),(36 126.847404),(37 127.624825),(38 129.99771),(39 130.3984),(40 131.2803),(41 131.93414),(42 133.28482),(43 131.96126),(44 131.06042),(45 132.40364),(46 133.5655),(47 134.10321),(48 133.421),(49 135.43056),(50 135.74458),(51 134.97644),(52 137.2792),(53 137.59715),(54 137.55269),(55 136.711),(56 136.9402),(57 137.53209),(58 138.5696),(59 135.95932),(60 135.06664),(61 135.92462),(62 136.7158),(63 137.23059),(64 138.49266),(65 139.92616),(66 137.01808),(67 138.18703),(68 138.82486),(69 138.50839),(70 138.23524),(71 137.92433),(72 136.66664),(73 138.4454),(74 138.30734),(75 140.52277),(76 139.49086),(77 143.8045),(78 142.79398),(79 143.73819),
(1 75.00119),(2 90.7231),(3 98.789795),(4 103.15824),(5 107.019554),(6 110.329094),(7 112.86865),(8 112.80288),(9 117.521),(10 117.66317),(11 117.78964),(12 115.80916),(13 117.99459),(14 118.51308),(15 119.054184),(16 120.50376),(17 121.53992),(18 121.80694),(19 123.01499),(20 122.04698),(21 122.00421),(22 123.45484),(23 123.64649),(24 121.88405),(25 123.404564),(26 125.872696),(27 126.63485),(28 127.31751),(29 127.971176),(30 127.03533),(31 128.20723),(32 128.5208),(33 129.642),(34 129.7589),(35 128.77437),(36 126.40162),(37 127.161476),(38 130.23796),(39 128.32077),(40 128.48236),(41 130.17006),(42 131.72449),(43 130.81233),(44 130.82536),(45 131.48701),(46 135.45395),(47 133.79315),(48 131.42792),(49 134.32733),(50 134.29633),(51 135.58447),(52 137.06317),(53 136.53098),(54 135.75519),(55 134.3359),(56 132.78728),(57 134.10333),(58 133.68027),(59 133.13226),(60 131.30107),(61 131.87454),(62 132.72485),(63 132.76662),(64 133.3574),(65 134.8803),(66 133.91644),(67 134.89798),(68 134.19107),(69 134.52332),(70 134.16766),(71 134.94844),(72 134.40117),(73 135.87),(74 134.699),(75 136.4224),(76 135.20985),(77 138.83975),(78 140.24547),(79 142.82053),
(1 72.28282),(2 88.232254),(3 96.48423),(4 102.18035),(5 106.59874),(6 109.75489),(7 110.253426),(8 110.4575),(9 114.67901),(10 114.78205),(11 116.66647),(12 116.4138),(13 116.22089),(14 118.11029),(15 116.89417),(16 118.02599),(17 120.40176),(18 119.68536),(19 119.43558),(20 118.860245),(21 119.66669),(22 119.51759),(23 120.53761),(24 118.21146),(25 119.93694),(26 120.82104),(27 122.64236),(28 123.01286),(29 122.00937),(30 120.342155),(31 121.52599),(32 122.92822),(33 123.09375),(34 123.750946),(35 122.63512),(36 120.95652),(37 122.28089),(38 124.552536),(39 125.67863),(40 125.57283),(41 126.95793),(42 128.19095),(43 125.55157),(44 126.34088),(45 126.02855),(46 126.8166),(47 128.41234),(48 126.21761),(49 127.905),(50 129.02512),(51 129.48196),(52 131.31082),(53 131.54099),(54 131.8717),(55 130.7383),(56 130.34554),(57 130.90956),(58 130.90753),(59 133.57178),(60 132.25052),(61 131.03732),(62 131.90073),(63 132.95412),(64 134.6452),(65 136.77766),(66 135.74182),(67 136.76756),(68 135.57082),(69 137.29738),(70 134.21504),(71 134.13644),(72 133.99004),(73 134.58972),(74 136.2857),(75 138.3556),(76 137.12634),(77 140.57376),(78 142.34268),(79 141.91856),
(1 70.215645),(2 85.65769),(3 93.62011),(4 99.59906),(5 103.37521),(6 105.644554),(7 107.77357),(8 108.52369),(9 110.83822),(10 111.90101),(11 113.0928),(12 111.58424),(13 113.69131),(14 114.07858),(15 115.58388),(16 116.3708),(17 118.45296),(18 118.61439),(19 118.42764),(20 117.16525),(21 118.96286),(22 120.17022),(23 119.72107),(24 118.56522),(25 120.11944),(26 121.37335),(27 123.42705),(28 124.1506),(29 123.805214),(30 122.355896),(31 122.42492),(32 122.96751),(33 122.36907),(34 123.19293),(35 121.88514),(36 120.761116),(37 120.5165),(38 123.097755),(39 122.96945),(40 124.575584),(41 125.882706),(42 126.68015),(43 124.17735),(44 123.8135),(45 123.537056),(46 124.70702),(47 124.46756),(48 124.64243),(49 125.74767),(50 127.83273),(51 127.52023),(52 127.67446),(53 126.90556),(54 127.322784),(55 125.67892),(56 125.07656),(57 125.473335),(58 124.38164),(59 126.99864),(60 125.5299),(61 127.19556),(62 128.32152),(63 129.5319),(64 129.8207),(65 131.03087),(66 131.58789),(67 133.01402),(68 132.14996),(69 133.30498),(70 133.28322),(71 133.17336),(72 133.26228),(73 134.65822),(74 134.56677),(75 135.5605),(76 135.72533),(77 136.54271),(78 137.04134),(79 138.91475),
