1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 851.1718),(2 1070.0764),(3 1142.2649),(4 1176.7721),(5 1162.3849),(6 1188.6334),(7 1168.3982),(8 1140.19),(9 1129.6931),(10 1153.1729),(11 1131.089),(12 1181.6012),(13 1189.855),(14 1226.0309),(15 1218.2393),(16 1232.7826),(17 1231.8016),(18 1241.3862),(19 1281.4751),(20 1258.5334),(21 1275.5771),(22 1281.925),(23 1304.6136),(24 1303.055),(25 1335.5393),(26 1325.5449),(27 1372.6608),(28 1346.1334),(29 1359.6732),(30 1366.2202),(31 1402.5726),(32 1415.978),(33 1406.0365),(34 1387.7922),(35 1399.3251),(36 1383.0973),(37 1424.3046),(38 1402.2892),(39 1428.2723),(40 1399.62),(41 1419.587),(42 1405.486),(43 1395.9167),(44 1418.4369),(45 1419.0175),(46 1433.3358),(47 1389.02),(48 1396.2164),(49 1403.0138),(50 1391.9465),(51 1382.046),(52 1382.5503),(53 1379.0024),(54 1396.9917),(55 1380.1985),(56 1401.3435),(57 1382.283),(58 1386.3274),(59 1360.972),(60 1368.5557),(61 1368.3995),(62 1386.7478),(63 1371.0013),(64 1393.0662),(65 1373.7085),(66 1383.5132),(67 1376.832),(68 1378.2323),(69 1387.5026),(70 1389.8876),(71 1365.3685),(72 1351.9264),(73 1358.2693),(74 1340.5848),(75 1361.5798),(76 1335.5526),(77 1351.914),(78 1317.2953),(79 1318.4117),
(1 865.9911),(2 1104.8682),(3 1176.4283),(4 1211.5374),(5 1213.8209),(6 1228.9644),(7 1199),(8 1182.436),(9 1167.233),(10 1200.136),(11 1182.3535),(12 1218.99),(13 1216.9059),(14 1267.9266),(15 1260.5385),(16 1295.9308),(17 1284.3989),(18 1297.1987),(19 1333.6354),(20 1330.5537),(21 1364.1534),(22 1351.8254),(23 1373.3345),(24 1375.4003),(25 1424.3965),(26 1417.033),(27 1438.5375),(28 1428.4113),(29 1445.2064),(30 1424.44),(31 1446.3273),(32 1463.95),(33 1484.5895),(34 1463.821),(35 1468.3477),(36 1438.8029),(37 1452.7441),(38 1462.5624),(39 1500.9054),(40 1461.5154),(41 1487.164),(42 1450.2954),(43 1448.3536),(44 1460.5204),(45 1452.9),(46 1473.0637),(47 1444.013),(48 1436.3837),(49 1421.9506),(50 1439.1752),(51 1438.322),(52 1443.1399),(53 1425.6536),(54 1432.9891),(55 1410.7269),(56 1418.1968),(57 1415.5214),(58 1417.207),(59 1374.9012),(60 1391.5459),(61 1385.7256),(62 1397.9594),(63 1395.6134),(64 1415.7288),(65 1405.9686),(66 1406.9253),(67 1401.7216),(68 1408.6786),(69 1413.3042),(70 1412.6508),(71 1396.8193),(72 1364.5992),(73 1391.6371),(74 1379.6458),(75 1405.2083),(76 1377.071),(77 1389.5558),(78 1355.887),(79 1371.1992),
(1 835.3347),(2 1031.0885),(3 1108.5007),(4 1165.8234),(5 1143.205),(6 1166.6677),(7 1137.7906),(8 1142.4763),(9 1127.0139),(10 1150.8618),(11 1134.1404),(12 1182.9485),(13 1191.3334),(14 1228.3793),(15 1215.8582),(16 1248.8848),(17 1234.8813),(18 1251.2119),(19 1289.1227),(20 1274.8574),(21 1293.7655),(22 1293.3817),(23 1308.6311),(24 1291.2726),(25 1319.0292),(26 1333.3896),(27 1362.6699),(28 1352.9172),(29 1371.1545),(30 1349.1727),(31 1361.4697),(32 1360.9176),(33 1369.7709),(34 1362.493),(35 1365.8435),(36 1344.2366),(37 1387.1934),(38 1396.1293),(39 1427.396),(40 1392.7891),(41 1412.5879),(42 1388.5836),(43 1389.8442),(44 1404.8922),(45 1384.1423),(46 1396.1039),(47 1369.9263),(48 1375.5823),(49 1363.8849),(50 1394.828),(51 1374.12),(52 1361.187),(53 1350.0248),(54 1368.3724),(55 1354.211),(56 1381.5448),(57 1367.02),(58 1365.9548),(59 1339.3445),(60 1358.5968),(61 1356.7389),(62 1369.8505),(63 1379.1859),(64 1395.7296),(65 1372.3441),(66 1373.9487),(67 1368.4775),(68 1361.1377),(69 1375.4612),(70 1381.3086),(71 1375.8951),(72 1337.2032),(73 1356.4423),(74 1337.6194),(75 1354.6699),(76 1328.7769),(77 1349.4756),(78 1327.2129),(79 1337.6818),
(1 840.8286),(2 1049.1013),(3 1121.7205),(4 1177.9691),(5 1179.1788),(6 1198.8589),(7 1162.5997),(8 1159.8484),(9 1155.2823),(10 1187.0228),(11 1170.6975),(12 1216.2611),(13 1232.9052),(14 1287.1788),(15 1269.6819),(16 1287.2139),(17 1272.0027),(18 1280.6068),(19 1295.3911),(20 1288.7678),(21 1318.4211),(22 1330.1122),(23 1342.3275),(24 1329.6348),(25 1354.152),(26 1357.105),(27 1376.6373),(28 1378.4735),(29 1389.0042),(30 1371.8654),(31 1394.1031),(32 1401.4236),(33 1413.2057),(34 1408.3635),(35 1414.1028),(36 1396.4741),(37 1436.6289),(38 1445.969),(39 1456.7324),(40 1419.0576),(41 1429.3842),(42 1398.8658),(43 1393.5956),(44 1429.1624),(45 1403.9534),(46 1405.361),(47 1393.0154),(48 1406.1288),(49 1404.3822),(50 1413.8716),(51 1386.815),(52 1388.7528),(53 1381.2924),(54 1404.159),(55 1380.0063),(56 1409.8153),(57 1404.6163),(58 1392.3127),(59 1371.1866),(60 1393.5192),(61 1369.9036),(62 1376.7565),(63 1366.6981),(64 1372.856),(65 1357.2363),(66 1378.2491),(67 1372.733),(68 1370.5571),(69 1371.6736),(70 1359.0897),(71 1364.6974),(72 1357.9553),(73 1390.6177),(74 1370.8304),(75 1390.6769),(76 1358.1425),(77 1355.657),(78 1342.611),(79 1349.77),
(1 830.98694),(2 1043.7028),(3 1099.2968),(4 1147.51),(5 1153.6317),(6 1180.6111),(7 1152.1812),(8 1164.299),(9 1148.0673),(10 1177.7473),(11 1169.1),(12 1212.5225),(13 1202.7678),(14 1243.9673),(15 1228.6918),(16 1253.4417),(17 1239.8557),(18 1243.9689),(19 1257.6208),(20 1260.2262),(21 1287.2627),(22 1285.3007),(23 1302.4674),(24 1306.7153),(25 1334.4893),(26 1342.0032),(27 1358.8657),(28 1347.704),(29 1365.413),(30 1353.8955),(31 1376.423),(32 1368.7994),(33 1375.0741),(34 1360.6074),(35 1367.0146),(36 1358.6294),(37 1378.0365),(38 1373.0317),(39 1414.2583),(40 1376.2295),(41 1403.8054),(42 1386.9545),(43 1373.2327),(44 1399.537),(45 1388.8333),(46 1375.2421),(47 1353.5789),(48 1391.8943),(49 1377.6376),(50 1391.1914),(51 1367.2609),(52 1368.46),(53 1352.8677),(54 1364.4629),(55 1331.6301),(56 1377.0879),(57 1357.2635),(58 1374.1587),(59 1347.7382),(60 1376.0233),(61 1359.1039),(62 1383.0604),(63 1377.2567),(64 1363.8832),(65 1334.9529),(66 1347.2827),(67 1324.0767),(68 1327.967),(69 1342.5308),(70 1329.1041),(71 1332.5594),(72 1315.1324),(73 1310.7498),(74 1307.1056),(75 1330.9216),(76 1321.4019),(77 1336.9553),(78 1318.1665),(79 1327.3212),
(1 818.4853),(2 1039.3043),(3 1087.8174),(4 1134.2317),(5 1133.9774),(6 1145.036),(7 1130.9116),(8 1124.8613),(9 1116.5582),(10 1141.7429),(11 1131.5515),(12 1177.8832),(13 1176.5214),(14 1204.318),(15 1192.0509),(16 1217.2866),(17 1213.7809),(18 1213.9108),(19 1226.3798),(20 1227.0956),(21 1250.8303),(22 1239.687),(23 1258.5887),(24 1260.1855),(25 1281.7389),(26 1290.308),(27 1311.3195),(28 1297.7211),(29 1325.2548),(30 1317.3746),(31 1337.7118),(32 1328.8313),(33 1341.7623),(34 1312.4736),(35 1310.9014),(36 1319.4718),(37 1365.0166),(38 1348.1566),(39 1379.8458),(40 1347.9966),(41 1358.4868),(42 1346.6539),(43 1347.9822),(44 1362.7136),(45 1355.9248),(46 1352.7766),(47 1340.8241),(48 1336.3173),(49 1337.3715),(50 1331.2917),(51 1316.9402),(52 1332.773),(53 1331.2738),(54 1338.196),(55 1321.4396),(56 1348.3983),(57 1318.7948),(58 1325.1461),(59 1306.9685),(60 1305.9064),(61 1305.8938),(62 1327.558),(63 1331.0342),(64 1346.031),(65 1331.1685),(66 1339.3982),(67 1308.1975),(68 1319.4801),(69 1335.3132),(70 1314.807),(71 1318.0212),(72 1302.3485),(73 1302.2794),(74 1312.326),(75 1322.8434),(76 1310.2357),(77 1315.6077),(78 1307.35),(79 1304.3954),
(1 814.09125),(2 1012.86945),(3 1064.9269),(4 1118.3441),(5 1118.0874),(6 1127.5638),(7 1124.9543),(8 1110.928),(9 1104.2644),(10 1135.6986),(11 1132.5078),(12 1169.9991),(13 1180.4952),(14 1217.1174),(15 1198.0581),(16 1222.8717),(17 1219.779),(18 1229.7665),(19 1248.0847),(20 1258.0725),(21 1278.6616),(22 1272.021),(23 1290.5659),(24 1280.1912),(25 1311.6039),(26 1299.3004),(27 1321.5752),(28 1318.2472),(29 1340.1312),(30 1327.7952),(31 1337.3286),(32 1316.6115),(33 1326.3949),(34 1315.5294),(35 1339.6418),(36 1346.0542),(37 1379.0709),(38 1361.8749),(39 1393.5709),(40 1345.664),(41 1359.119),(42 1342.4694),(43 1342.8003),(44 1366.8171),(45 1352.258),(46 1371.2605),(47 1345.9052),(48 1348.5024),(49 1339.7129),(50 1366.7832),(51 1347.399),(52 1366.1101),(53 1354.3608),(54 1357.5525),(55 1351.3826),(56 1384.3162),(57 1357.3226),(58 1349.0591),(59 1325.9972),(60 1342.7793),(61 1342.2571),(62 1352.6112),(63 1335.4409),(64 1356.635),(65 1328.2217),(66 1362.1733),(67 1333.3998),(68 1342.4482),(69 1345.0537),(70 1329.9033),(71 1324.3944),(72 1295.9965),(73 1295.7909),(74 1303.5406),(75 1317.4004),(76 1298.076),(77 1313.7786),(78 1289.8921),(79 1300.9249),
(1 800.5998),(2 1011.13965),(3 1060.1986),(4 1104.1654),(5 1096.2113),(6 1109.6757),(7 1092.5642),(8 1101.3673),(9 1086.9537),(10 1117.5011),(11 1105.552),(12 1143.2837),(13 1152.3282),(14 1181.5016),(15 1158.9711),(16 1187.5983),(17 1179.1426),(18 1190.6472),(19 1207.2767),(20 1206.5898),(21 1240.7595),(22 1229.9387),(23 1237.8674),(24 1234.9065),(25 1249.5164),(26 1256.5531),(27 1261.2327),(28 1264.6628),(29 1301.675),(30 1293.4243),(31 1304.3503),(32 1295.1581),(33 1315.1398),(34 1300.7034),(35 1301.1962),(36 1305.1937),(37 1330.0919),(38 1319.7336),(39 1343.1143),(40 1310.6924),(41 1328.1968),(42 1297.377),(43 1297.7856),(44 1334.6742),(45 1323.5609),(46 1319.7021),(47 1303.724),(48 1316.6978),(49 1299.8425),(50 1318.4268),(51 1298.5417),(52 1314.1128),(53 1308.6295),(54 1291.5466),(55 1281.5894),(56 1297.1033),(57 1261.3716),(58 1274.6177),(59 1270.5583),(60 1283.2493),(61 1273.8737),(62 1278.431),(63 1267.3135),(64 1290.9235),(65 1276.489),(66 1287.4199),(67 1274.3387),(68 1283.2698),(69 1280.4739),(70 1258.8683),(71 1262.5686),(72 1259.6112),(73 1264.383),(74 1257.0581),(75 1277.5496),(76 1267.7678),(77 1281.2217),(78 1251.7784),(79 1249.6537),
(1 800.9972),(2 990.04504),(3 1047.4613),(4 1078.5308),(5 1074.9554),(6 1088.6938),(7 1089.115),(8 1081.9316),(9 1067.7106),(10 1100.9059),(11 1094.1393),(12 1126.1122),(13 1119.4371),(14 1165.436),(15 1155.8269),(16 1157.5706),(17 1151.2388),(18 1155.9973),(19 1182.8484),(20 1175.1091),(21 1202.9655),(22 1190.562),(23 1218.5437),(24 1215.4866),(25 1229.74),(26 1229.6378),(27 1260.4589),(28 1256.5969),(29 1293.151),(30 1285.4432),(31 1311.8317),(32 1287.26),(33 1309.3457),(34 1285.6176),(35 1298.0951),(36 1292.128),(37 1315.8157),(38 1306.4111),(39 1346.2654),(40 1316.2832),(41 1326.0095),(42 1305.1869),(43 1300.5822),(44 1335.9943),(45 1311.4114),(46 1319.5964),(47 1301.3038),(48 1309.4292),(49 1294.0498),(50 1308.1342),(51 1302.7538),(52 1303.6572),(53 1288.658),(54 1288.6819),(55 1286.8408),(56 1311.3915),(57 1280.1671),(58 1278.1051),(59 1268.3854),(60 1265.9747),(61 1260.433),(62 1272.5778),(63 1268.3772),(64 1288.2657),(65 1269.8282),(66 1296.6971),(67 1268.5243),(68 1260.2183),(69 1260.7251),(70 1249.5612),(71 1268.8562),(72 1261.8075),(73 1270.7094),(74 1265.6533),(75 1281.2268),(76 1262.599),(77 1288.7747),(78 1270.0015),(79 1266.7913),
(1 791.74457),(2 982.9915),(3 1039.6555),(4 1074.2059),(5 1083.5645),(6 1097.8367),(7 1090.306),(8 1083.572),(9 1067.9132),(10 1117.3835),(11 1108.8379),(12 1135.0608),(13 1119.5017),(14 1152.5436),(15 1166.5708),(16 1185.3549),(17 1168.513),(18 1162.3785),(19 1185.1986),(20 1200.1501),(21 1210.1208),(22 1205.0619),(23 1221.927),(24 1223.524),(25 1239.7103),(26 1242.8527),(27 1272.5327),(28 1266.2001),(29 1299.6804),(30 1284.5112),(31 1295.7236),(32 1289.6444),(33 1305.5187),(34 1281.9706),(35 1299.0148),(36 1285.5256),(37 1313.4252),(38 1301.6041),(39 1317.3583),(40 1291.025),(41 1318.7853),(42 1293.1394),(43 1275.3827),(44 1317.9104),(45 1298.8086),(46 1301.5234),(47 1285.656),(48 1290.8584),(49 1270.6871),(50 1306.5549),(51 1286.4529),(52 1300.4033),(53 1276.8322),(54 1284.9156),(55 1264.0394),(56 1287.7489),(57 1275.9325),(58 1284.2367),(59 1266.2339),(60 1266.2546),(61 1256.8317),(62 1281.9052),(63 1261.206),(64 1284.9458),(65 1267.9532),(66 1288.0974),(67 1273.0635),(68 1255.8572),(69 1272.6665),(70 1266.6982),(71 1268.21),(72 1252.6749),(73 1259.6552),(74 1244.308),(75 1263.4783),(76 1236.0657),(77 1249.866),(78 1229.8866),(79 1246.559),
(1 767.37366),(2 976.1834),(3 1027.8926),(4 1066.7367),(5 1057.4716),(6 1075.3898),(7 1060.4528),(8 1043.1708),(9 1044.6188),(10 1075.6156),(11 1067.9221),(12 1096.8888),(13 1099.2113),(14 1139.2126),(15 1135.1244),(16 1160.7595),(17 1138.3335),(18 1144.4703),(19 1174.106),(20 1162.7915),(21 1177.5927),(22 1183.885),(23 1194.5359),(24 1193.6357),(25 1223.4905),(26 1221.1903),(27 1248.1838),(28 1241.6904),(29 1261.738),(30 1254.7),(31 1274.3007),(32 1254.8595),(33 1273.2511),(34 1259.6097),(35 1278.7479),(36 1275.9274),(37 1286.4376),(38 1276.6461),(39 1300.3478),(40 1273.0237),(41 1296.8442),(42 1285.9921),(43 1278.3145),(44 1281.5404),(45 1267.2743),(46 1270.6488),(47 1243.5952),(48 1252.0739),(49 1256.0654),(50 1273.8231),(51 1272.9645),(52 1271.5215),(53 1247.1494),(54 1264.3514),(55 1244.5493),(56 1263.4594),(57 1251.1223),(58 1268.9409),(59 1245.7775),(60 1244.4766),(61 1232.7402),(62 1241.1852),(63 1253.0337),(64 1269.4922),(65 1244.0411),(66 1265.0669),(67 1243.9592),(68 1244.9329),(69 1251.0703),(70 1231.9929),(71 1226.1016),(72 1217.5801),(73 1230.7992),(74 1222.4473),(75 1238.7365),(76 1212.8213),(77 1215.4252),(78 1188.5679),(79 1207.5383),
(1 771.3969),(2 975.286),(3 1005.5753),(4 1029.0016),(5 1028.1228),(6 1048.0645),(7 1025.4716),(8 1030.8091),(9 1021.0047),(10 1048.3995),(11 1042.5151),(12 1074.5983),(13 1085.1991),(14 1120.2626),(15 1112.5337),(16 1144.5319),(17 1132.1014),(18 1131.6908),(19 1169.3514),(20 1159.5459),(21 1178.0974),(22 1182.9646),(23 1195.5105),(24 1210.8595),(25 1241.069),(26 1238.2045),(27 1247.072),(28 1221.5424),(29 1244.6895),(30 1246.7797),(31 1251.5201),(32 1259.8673),(33 1281.3193),(34 1265.5638),(35 1265.3368),(36 1264.9379),(37 1294.622),(38 1275.6355),(39 1287.3853),(40 1270.4531),(41 1299.3367),(42 1274.0813),(43 1266.7086),(44 1286.942),(45 1283.1396),(46 1309.388),(47 1290.225),(48 1279.2928),(49 1275.0155),(50 1291.1798),(51 1283.4651),(52 1277.396),(53 1260.8259),(54 1279.6677),(55 1250.9214),(56 1271.442),(57 1265.7771),(58 1273.3029),(59 1245.165),(60 1261.4326),(61 1236.1521),(62 1243.288),(63 1237.1323),(64 1264.4333),(65 1233.301),(66 1255.3159),(67 1250.1167),(68 1259.2117),(69 1267.8496),(70 1254.9645),(71 1267.3275),(72 1255.928),(73 1274.8906),(74 1266.5399),(75 1282.0857),(76 1263.2845),(77 1276.4955),(78 1242.4402),(79 1244.6705),
(1 770.9931),(2 965.49713),(3 1026.4668),(4 1046.553),(5 1057.3378),(6 1070.0616),(7 1052.1974),(8 1048.4165),(9 1035.4266),(10 1052.92),(11 1054.0896),(12 1084.3229),(13 1080.4065),(14 1116.1936),(15 1114.8717),(16 1151.0979),(17 1128.1538),(18 1140.0487),(19 1168.6632),(20 1154.6259),(21 1174.0049),(22 1176.5278),(23 1188.7826),(24 1182.2313),(25 1211.992),(26 1222.6512),(27 1250.7871),(28 1246.7148),(29 1258.2654),(30 1239.8738),(31 1250.0074),(32 1254.734),(33 1263.6964),(34 1245.7656),(35 1244.7783),(36 1248.8131),(37 1267.1464),(38 1261.5554),(39 1278.7688),(40 1249.4824),(41 1262.9957),(42 1234.2731),(43 1231.5902),(44 1247.2905),(45 1238.116),(46 1249.77),(47 1228.9954),(48 1231.5367),(49 1222.6266),(50 1241.399),(51 1245.4849),(52 1256.4756),(53 1244.76),(54 1255.2946),(55 1241.9841),(56 1257.1769),(57 1229.0569),(58 1241.7275),(59 1220.4993),(60 1234.2217),(61 1197.1838),(62 1219.1262),(63 1213.8099),(64 1228.0613),(65 1205.2081),(66 1226.7031),(67 1216.5933),(68 1217.9292),(69 1218.7595),(70 1205.1909),(71 1214.8838),(72 1205.9849),(73 1215.3462),(74 1209.2349),(75 1224.165),(76 1201.33),(77 1206.4093),(78 1196.3346),(79 1208.4845),
(1 761.23206),(2 958.74146),(3 1017.591),(4 1035.3213),(5 1034.2086),(6 1058.1565),(7 1048.9832),(8 1034.9982),(9 1024.9229),(10 1056.1045),(11 1046.2512),(12 1083.5808),(13 1099.1412),(14 1129.0554),(15 1119.4661),(16 1133.2533),(17 1108.4308),(18 1118.8712),(19 1148.8326),(20 1146.8147),(21 1157.4875),(22 1152.1112),(23 1176.7844),(24 1183.8203),(25 1209.0509),(26 1197.724),(27 1231.7123),(28 1219.0771),(29 1242.4935),(30 1235.3514),(31 1256.3524),(32 1253.258),(33 1274.9917),(34 1252.943),(35 1262.5717),(36 1254.5958),(37 1295.7363),(38 1290.8999),(39 1311.8682),(40 1269.8561),(41 1283.5812),(42 1257.8315),(43 1268.4481),(44 1290.1748),(45 1275.5908),(46 1282.0344),(47 1258.1704),(48 1245.8293),(49 1226.1333),(50 1233.7906),(51 1224.8215),(52 1243.7964),(53 1231.8324),(54 1240.9541),(55 1223.8557),(56 1225.7101),(57 1192.5853),(58 1196.9102),(59 1180.7202),(60 1195.5433),(61 1173.462),(62 1198.1443),(63 1195.1042),(64 1211.6045),(65 1187.1573),(66 1211.1543),(67 1197.2576),(68 1200.4169),(69 1209.4452),(70 1197.0791),(71 1210.2126),(72 1191.6296),(73 1185.5853),(74 1169.7198),(75 1198.27),(76 1173.9264),(77 1176.2354),(78 1168.2577),(79 1192.2003),
(1 752.73663),(2 948.107),(3 1003.8662),(4 1026.5189),(5 1023.34674),(6 1039.6648),(7 1004.65625),(8 1005.3885),(9 996.139),(10 1032.9758),(11 1028.5974),(12 1062.8123),(13 1065.968),(14 1106.9868),(15 1094.0535),(16 1111.1003),(17 1086.2366),(18 1087.8098),(19 1110.8687),(20 1116.7451),(21 1124.9541),(22 1126.6205),(23 1137.6471),(24 1148.1984),(25 1168.0288),(26 1168.476),(27 1183.6685),(28 1176.866),(29 1204.9807),(30 1202.78),(31 1205.4193),(32 1203.4779),(33 1227.8492),(34 1193.2651),(35 1218.76),(36 1210.9908),(37 1232.6414),(38 1217.9283),(39 1243.8795),(40 1217.2994),(41 1220.6117),(42 1207.1327),(43 1211.6943),(44 1246.5366),(45 1240.6525),(46 1248.5018),(47 1226.9585),(48 1215.4128),(49 1205.7673),(50 1203.6897),(51 1203.352),(52 1215.6018),(53 1196.0253),(54 1203.7083),(55 1190.7043),(56 1215.5344),(57 1206.8131),(58 1202.603),(59 1172.3315),(60 1182.412),(61 1171.122),(62 1178.6803),(63 1181.1757),(64 1193.4666),(65 1169.648),(66 1175.5244),(67 1160.9618),(68 1164.5021),(69 1176.4824),(70 1171.1296),(71 1172.6194),(72 1171.2032),(73 1177.508),(74 1165.7133),(75 1191.9182),(76 1172.0525),(77 1176.3237),(78 1172.3291),(79 1177.2537),
(1 739.511),(2 948.75226),(3 1012.6594),(4 1028.6859),(5 1029.416),(6 1068.5336),(7 1027.8616),(8 1035.0366),(9 1014.8246),(10 1054.7848),(11 1045.6797),(12 1079.001),(13 1093.8475),(14 1125.9348),(15 1125.0773),(16 1136.204),(17 1119.2733),(18 1108.5527),(19 1132.0348),(20 1115.053),(21 1125.4182),(22 1123.6824),(23 1146.7334),(24 1169.8491),(25 1196.2965),(26 1191.3042),(27 1199.5935),(28 1186.0679),(29 1211.4177),(30 1203.5226),(31 1223.7355),(32 1205.5096),(33 1213.0343),(34 1197.2689),(35 1199.5614),(36 1199.459),(37 1247.5114),(38 1235.8707),(39 1251.8253),(40 1224.8949),(41 1245.2333),(42 1216.3572),(43 1210.4065),(44 1235.3312),(45 1234.8062),(46 1242.6843),(47 1217.9255),(48 1206.8633),(49 1200.0077),(50 1217.8484),(51 1197.8921),(52 1200.7992),(53 1189.9816),(54 1210.8066),(55 1196.8584),(56 1218.9121),(57 1210.7709),(58 1207.5566),(59 1188.2964),(60 1187.498),(61 1180.4133),(62 1194.191),(63 1195.5425),(64 1211.4735),(65 1178.9402),(66 1209.2881),(67 1188.7394),(68 1182.2703),(69 1181.9259),(70 1173.5614),(71 1193.0715),(72 1180.2084),(73 1198.9175),(74 1195.316),(75 1199.5411),(76 1178.727),(77 1184.1903),(78 1184.6016),(79 1190.4662),
(1 774.58453),(2 977.0373),(3 1040.8624),(4 1084.5054),(5 1085.6804),(6 1098.276),(7 1079.0061),(8 1073.7083),(9 1047.1069),(10 1062.769),(11 1055.2499),(12 1092.5203),(13 1101.0051),(14 1135.6536),(15 1143.6184),(16 1153.8864),(17 1140.6989),(18 1139.7557),(19 1159.8679),(20 1147.4626),(21 1155.0927),(22 1146.687),(23 1165.5708),(24 1172.758),(25 1208.4037),(26 1204.9597),(27 1210.104),(28 1191.0161),(29 1216.1925),(30 1206.5175),(31 1223.8475),(32 1214.8872),(33 1221.7621),(34 1203.5631),(35 1216.5813),(36 1206.7924),(37 1237.9155),(38 1221.9531),(39 1248.0618),(40 1234.1423),(41 1246.7974),(42 1225.207),(43 1220.3323),(44 1248.8801),(45 1236.5952),(46 1233.3231),(47 1213.2637),(48 1212.5784),(49 1204.8684),(50 1241.3773),(51 1215.6576),(52 1228.6455),(53 1200.5187),(54 1207.2292),(55 1209.6653),(56 1246.0391),(57 1236.9958),(58 1246.8937),(59 1230.8396),(60 1244.724),(61 1226.7618),(62 1231.0531),(63 1228.9933),(64 1252.9287),(65 1229.9663),(66 1235.896),(67 1227.3856),(68 1243.1125),(69 1248.5206),(70 1227.3167),(71 1229.1266),(72 1229.5542),(73 1259.5219),(74 1237.8806),(75 1233.5372),(76 1223.5531),(77 1231.4618),(78 1214.1387),(79 1215.3423),
