1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1450843.1),(2 4911194),(3 9630683),(4 15156653),(5 21537818),(6 29536194),(7 38695150),(8 48458660),(9 58550690),(10 68626330),(11 79037224),(12 89676640),(13 100619784),(14 111882600),(15 123322140),(16 134669660),(17 145326900),(18 155146160),(19 163994380),(20 171560400),(21 178404750),(22 184456960),(23 189461460),(24 193397070),(25 196076800),(26 197193920),(27 197183230),(28 196778260),(29 196253680),(30 196306690),(31 196408180),(32 196669940),(33 197321090),(34 198837710),(35 200290830),(36 202556880),(37 204668540),(38 207838860),(39 210866370),(40 213510220),(41 215762220),(42 217425230),(43 219166980),(44 220904400),(45 223453380),(46 227587000),(47 232884800),(48 239081970),(49 246581170),(50 254786560),(51 263298560),(52 271366820),(53 279048160),(54 287295700),(55 296150300),(56 304773900),(57 313504930),(58 322275550),(59 330989120),(60 339709980),(61 348046460),(62 356278900),(63 364015100),(64 370677380),(65 376427780),(66 380526700),(67 383065440),(68 383917980),(69 383145380),(70 380791900),(71 376681120),(72 371441400),(73 365713150),(74 359641100),(75 353022270),(76 345417760),(77 338586270),(78 332928900),(79 328121730),
(1 1571999),(2 5522762.5),(3 11189581),(4 18331108),(5 26994836),(6 37559656),(7 49632908),(8 62537610),(9 76331060),(10 90821010),(11 105964744),(12 121349890),(13 137123180),(14 152978510),(15 168823220),(16 184020860),(17 198232530),(18 211392880),(19 223189040),(20 233580960),(21 242239140),(22 249845220),(23 255486620),(24 259489630),(25 261847900),(26 262253310),(27 261014690),(28 258645250),(29 255814860),(30 253447730),(31 251652530),(32 250406350),(33 249728100),(34 249281000),(35 249268320),(36 249689390),(37 250573100),(38 251744100),(39 254094200),(40 257119900),(41 260821150),(42 265492780),(43 270611650),(44 276848670),(45 284362600),(46 293511970),(47 304468960),(48 318274270),(49 334896860),(50 352404800),(51 370809100),(52 388542980),(53 406288500),(54 424686400),(55 443237900),(56 461472580),(57 479906750),(58 497942850),(59 516341440),(60 533669120),(61 549407940),(62 563603840),(63 576155460),(64 586098500),(65 593089600),(66 597507460),(67 599166850),(68 599158800),(69 597186100),(70 593757060),(71 589518500),(72 585018560),(73 580721150),(74 576768300),(75 574573760),(76 573366200),(77 574128960),(78 576160300),(79 578783040),
(1 1095507.1),(2 3663554),(3 7061092),(4 10970735),(5 15300013),(6 20170022),(7 25598914),(8 31547554),(9 38178260),(10 45710304),(11 53809204),(12 61765470),(13 69446990),(14 76980504),(15 84735864),(16 92283160),(17 99828770),(18 107592730),(19 115416984),(20 123066560),(21 130445750),(22 137353280),(23 143728220),(24 149743020),(25 155387090),(26 160798640),(27 165752110),(28 169837140),(29 172864380),(30 175100420),(31 176347310),(32 177171140),(33 177627100),(34 177503500),(35 177147900),(36 176648660),(37 176574400),(38 176871790),(39 178075730),(40 180218960),(41 183197760),(42 186831820),(43 190843780),(44 195968880),(45 201291950),(46 206108160),(47 210408240),(48 214700910),(49 218856320),(50 222107070),(51 224541740),(52 227082880),(53 229702220),(54 231200900),(55 232586420),(56 233896500),(57 235531540),(58 237088820),(59 238499470),(60 239200130),(61 238523660),(62 236725120),(63 234028290),(64 230353390),(65 225263700),(66 219388980),(67 213430190),(68 208280140),(69 203806480),(70 200342260),(71 198491440),(72 198148160),(73 198746420),(74 200212930),(75 203164210),(76 207065360),(77 211823920),(78 216933680),(79 222213000),
(1 1106526.6),(2 3812726.8),(3 7524666.5),(4 11943506),(5 16750990),(6 21725312),(7 26565234),(8 31232732),(9 35732696),(10 40197136),(11 44583084),(12 48668496),(13 52405468),(14 55997400),(15 59712320),(16 63709250),(17 67962070),(18 72546104),(19 77380920),(20 82314740),(21 87306210),(22 92022640),(23 96669520),(24 101196960),(25 105460870),(26 109330890),(27 112978010),(28 116430140),(29 119282280),(30 121368610),(31 122550260),(32 123231650),(33 123147864),(34 122522640),(35 121459310),(36 120234260),(37 119075250),(38 118167800),(39 117541140),(40 117101660),(41 116813144),(42 116661900),(43 116770790),(44 117110510),(45 117403720),(46 117482584),(47 117238184),(48 116843410),(49 116267720),(50 115551704),(51 114509210),(52 113358180),(53 112214430),(54 110696630),(55 108634710),(56 106445710),(57 104810560),(58 103779890),(59 103274220),(60 103396740),(61 104055000),(62 105379700),(63 107515490),(64 110496290),(65 113858290),(66 117341640),(67 121223460),(68 125227464),(69 128995330),(70 132362584),(71 135236740),(72 137515180),(73 139206370),(74 140020350),(75 140084580),(76 139778860),(77 139407000),(78 138830190),(79 138021520),
(1 1416521.3),(2 5054174),(3 10235339),(4 16527709),(5 23508642),(6 30749710),(7 37623344),(8 43807730),(9 49037108),(10 53086716),(11 55845900),(12 57309876),(13 57548380),(14 56782396),(15 55244376),(16 53559730),(17 52026776),(18 50900548),(19 50231184),(20 50105988),(21 50649510),(22 51810396),(23 53429120),(24 55470930),(25 57651456),(26 59642344),(27 61551548),(28 63460572),(29 65254890),(30 66658444),(31 67560990),(32 67989120),(33 68024160),(34 67864330),(35 67606830),(36 67491810),(37 67337240),(38 67305270),(39 67164590),(40 66848496),(41 66439040),(42 65990480),(43 65699060),(44 65732556),(45 66259216),(46 67521896),(47 69770040),(48 72749160),(49 75697920),(50 77898230),(51 78414320),(52 76682270),(53 72939910),(54 68360610),(55 63266690),(56 58711190),(57 55199500),(58 53008720),(59 52359004),(60 53552860),(61 56576580),(62 60945852),(63 66398720),(64 72678180),(65 78933860),(66 84321740),(67 88608984),(68 91587640),(69 92780910),(70 92281620),(71 90385230),(72 87631736),(73 84652424),(74 81962490),(75 79720880),(76 78385930),(77 77958210),(78 78472120),(79 79650070),
(1 1734839),(2 6157305.5),(3 12400911),(4 19813156),(5 27556748),(6 34782024),(7 40854180),(8 45700990),(9 49305280),(10 51579590),(11 52863656),(12 53579104),(13 53946370),(14 53908184),(15 53479144),(16 52874984),(17 52381450),(18 51967684),(19 51731456),(20 51714700),(21 52095210),(22 52934264),(23 53881816),(24 54909504),(25 56083544),(26 57084588),(27 58018228),(28 58842188),(29 59625036),(30 60413184),(31 60892500),(32 61042520),(33 61081560),(34 60936936),(35 60743348),(36 60804780),(37 60557376),(38 60232670),(39 59794720),(40 59143052),(41 58349920),(42 57405184),(43 56525172),(44 55825720),(45 55744536),(46 56519284),(47 57913676),(48 59381320),(49 59959980),(50 59205260),(51 56624744),(52 52967892),(53 48981876),(54 45081868),(55 41999212),(56 40749204),(57 41868340),(58 45304136),(59 50452670),(60 56519450),(61 62658944),(62 67722600),(63 71534860),(64 74121030),(65 74554550),(66 73099650),(67 69948210),(68 65755230),(69 61143916),(70 56940076),(71 53903050),(72 52256950),(73 51904824),(74 52527080),(75 54002824),(76 55774504),(77 57662400),(78 59246924),(79 60215956),
(1 1370553.1),(2 4821873),(3 9644700),(4 15351038),(5 21276714),(6 26703964),(7 31027914),(8 34027580),(9 35691836),(10 36316544),(11 36158084),(12 35476720),(13 34531812),(14 33683364),(15 33027732),(16 32541352),(17 32190144),(18 32024280),(19 32153124),(20 32545526),(21 33212334),(22 34129252),(23 35209084),(24 36389220),(25 37623704),(26 38852564),(27 40070652),(28 41165800),(29 42081220),(30 42753550),(31 43066800),(32 43008428),(33 42788990),(34 42454950),(35 42085096),(36 41803410),(37 41449340),(38 41122092),(39 40805416),(40 40517692),(41 40248516),(42 40077424),(43 40114960),(44 40425144),(45 41036290),(46 42097270),(47 43294776),(48 44029200),(49 44128560),(50 43606676),(51 42499500),(52 41371884),(53 40376924),(54 39486620),(55 39215210),(56 40029984),(57 42135704),(58 45309060),(59 49007068),(60 52865668),(61 56448850),(62 59221564),(63 60894080),(64 61720970),(65 61380936),(66 60225240),(67 58724116),(68 57302150),(69 56517868),(70 56585708),(71 57572570),(72 59019456),(73 60241576),(74 61062124),(75 61616836),(76 61760970),(77 61583344),(78 61000444),(79 59965148),
(1 1133236.1),(2 3846534.5),(3 7275829.5),(4 10855498),(5 14094923),(6 16645199),(7 18328954),(8 19157518),(9 19305698),(10 18973602),(11 18524630),(12 18142176),(13 18038186),(14 18340932),(15 19022108),(16 19916600),(17 20856066),(18 21713682),(19 22449388),(20 22979294),(21 23318130),(22 23434098),(23 23478272),(24 23555638),(25 23656612),(26 23789428),(27 24037138),(28 24367820),(29 24684224),(30 24903462),(31 24937444),(32 24754132),(33 24388456),(34 23916882),(35 23373282),(36 22819012),(37 22282368),(38 21813042),(39 21472094),(40 21366428),(41 21460566),(42 21768652),(43 22370498),(44 23299510),(45 24494612),(46 25738408),(47 26878660),(48 27630814),(49 27977030),(50 27853888),(51 27465358),(52 27059926),(53 26992232),(54 27309722),(55 27934162),(56 28973866),(57 30267438),(58 31582456),(59 32754876),(60 33508854),(61 33730996),(62 33556532),(63 33075768),(64 32193942),(65 31434904),(66 30957004),(67 30974426),(68 31504214),(69 32330574),(70 33208430),(71 33838164),(72 34147450),(73 34053350),(74 33626316),(75 33060430),(76 32567630),(77 32156758),(78 31873932),(79 31773718),
(1 981734.4),(2 3379378),(3 6534697.5),(4 9939381),(5 13065481),(6 15472589),(7 16976726),(8 17563832),(9 17478494),(10 16948336),(11 16349186),(12 15940232),(13 15886445),(14 16255981),(15 16872158),(16 17619514),(17 18378210),(18 19056890),(19 19622732),(20 19999880),(21 20182814),(22 20173292),(23 20055268),(24 19839116),(25 19491408),(26 19154542),(27 18923792),(28 18938854),(29 19229870),(30 19784782),(31 20540860),(32 21298622),(33 21998476),(34 22628006),(35 23127694),(36 23452654),(37 23568762),(38 23593106),(39 23498320),(40 23415274),(41 23417174),(42 23447968),(43 23572296),(44 23773606),(45 24185492),(46 24828958),(47 25491704),(48 26016026),(49 26110568),(50 25725094),(51 25068590),(52 24536890),(53 24634948),(54 25429260),(55 26436748),(56 27241370),(57 27684248),(58 27726452),(59 27501922),(60 27099746),(61 26635266),(62 26417758),(63 26705802),(64 27306352),(65 28029956),(66 28638448),(67 28987862),(68 29044534),(69 28822802),(70 28615240),(71 28718902),(72 29367894),(73 30397894),(74 31447742),(75 32184402),(76 32518152),(77 32610360),(78 32439762),(79 32089362),
(1 815366.44),(2 2769330.3),(3 5196919),(4 7634245.5),(5 9723535),(6 11248315),(7 12210340),(8 12793916),(9 13321611),(10 13998478),(11 14846318),(12 15587456),(13 16319700),(14 17030548),(15 17595260),(16 18142724),(17 18713066),(18 19303030),(19 19920278),(20 20528360),(21 21126720),(22 21642576),(23 22099956),(24 22545536),(25 22936452),(26 23261334),(27 23378734),(28 23399166),(29 23524668),(30 23875362),(31 24404278),(32 24864390),(33 25294784),(34 25729246),(35 26161302),(36 26527798),(37 26798854),(38 27027064),(39 27228794),(40 27442306),(41 27630002),(42 27666670),(43 27659664),(44 27748706),(45 28024948),(46 28323108),(47 28326886),(48 28015360),(49 27555282),(50 27279182),(51 27405120),(52 27633162),(53 27733992),(54 27917334),(55 27985590),(56 27814784),(57 27539776),(58 27406280),(59 27487518),(60 27622878),(61 27819134),(62 28072658),(63 28093810),(64 27798916),(65 27343592),(66 26962844),(67 26776928),(68 26752648),(69 26944228),(70 27387528),(71 28007416),(72 28654180),(73 29112842),(74 29395918),(75 29458246),(76 29281118),(77 29039168),(78 28820080),(79 28648772),
(1 782576.25),(2 2619213.8),(3 4871787),(4 7032076),(5 8659866),(6 9630012),(7 10058522),(8 10173933),(9 10223706),(10 10378438),(11 10710219),(12 11114342),(13 11528600),(14 11854834),(15 11995139),(16 12052070),(17 12107247),(18 12180401),(19 12370104),(20 12651418),(21 13011984),(22 13400536),(23 13677446),(24 13819208),(25 13823008),(26 13768072),(27 13775324),(28 13806772),(29 13891414),(30 14040254),(31 14194394),(32 14248289),(33 14251531),(34 14238037),(35 14237817),(36 14269314),(37 14370635),(38 14626097),(39 15048094),(40 15645551),(41 16371249),(42 17152012),(43 17921250),(44 18566494),(45 18974690),(46 19187084),(47 19288294),(48 19373688),(49 19573846),(50 19737598),(51 19783718),(52 19822252),(53 19985046),(54 20356290),(55 21012282),(56 21729788),(57 22343526),(58 22858308),(59 23207826),(60 23203686),(61 22807976),(62 22309136),(63 21996106),(64 21987990),(65 22203168),(66 22488658),(67 22835216),(68 23207540),(69 23497070),(70 23642904),(71 23520062),(72 23252560),(73 22930700),(74 22490410),(75 21898350),(76 21269950),(77 20705136),(78 20299924),(79 20050340),
