1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 34232.207),(2 117364.46),(3 221668.5),(4 320175.25),(5 404889.6),(6 471223.63),(7 522392.6),(8 575768),(9 611407.5),(10 651792.5),(11 696796.75),(12 748987.8),(13 821563.2),(14 934927.5),(15 1059436.4),(16 1184310),(17 1287442.4),(18 1367263.8),(19 1432655.4),(20 1492218.4),(21 1545897),(22 1605119),(23 1682219.9),(24 1770726.4),(25 1867179.6),(26 1961145),(27 2042724),(28 2092953.6),(29 2086449.6),(30 2052590.4),(31 1992577.4),(32 1946993.6),(33 1916731.6),(34 1929008.6),(35 1958166.6),(36 2009547.9),(37 2059807.1),(38 2083767.9),(39 2086447),(40 2068922),(41 2059754.9),(42 2070429.1),(43 2059149.6),(44 2031802.6),(45 2023477),(46 2017431.1),(47 2013299.9),(48 2015496),(49 2014539.9),(50 2009233.9),(51 1997042.4),(52 1968032.6),(53 1944285.6),(54 1932884.1),(55 1931236.4),(56 1991231),(57 2089325.4),(58 2204451.3),(59 2336716),(60 2439818.5),(61 2554288.3),(62 2627868.3),(63 2646742.3),(64 2610703.3),(65 2566726),(66 2544991.3),(67 2553672.8),(68 2587613.5),(69 2646128),(70 2732782.3),(71 2830360),(72 2891836.3),(73 2904348.3),(74 2896806.8),(75 2893958.3),(76 2914952.3),(77 2931256.3),(78 2974509.3),(79 3047017.8),
(1 1028.0159),(2 1737.921),(3 2158.0962),(4 2390.201),(5 2539.303),(6 2590.9678),(7 2641.9248),(8 2707.6536),(9 2754.642),(10 2807.4858),(11 2887.2605),(12 2938.432),(13 2975.8254),(14 3001.4353),(15 2989.837),(16 3006.4697),(17 3023.0115),(18 3033.8557),(19 3046.787),(20 3038.6448),(21 3041.8052),(22 3048.003),(23 3018.7146),(24 2995.3083),(25 3005.6296),(26 3057.6475),(27 3084.5313),(28 3060.0613),(29 3046.9805),(30 3036.6558),(31 3014.2498),(32 3001.1968),(33 3013.7795),(34 3012.747),(35 3000.601),(36 2998.2644),(37 3013.4148),(38 3036.814),(39 3034.3367),(40 3033.4822),(41 3065.01),(42 3088.2312),(43 3104.8867),(44 3117.546),(45 3127.662),(46 3189.6985),(47 3184.7278),(48 3173.6802),(49 3155.4692),(50 3122.366),(51 3117.3147),(52 3112.0176),(53 3083.4426),(54 3102.7246),(55 3125.1133),(56 3138.1296),(57 3143.327),(58 3185.3828),(59 3167.3716),(60 3142.6318),(61 3161.9355),(62 3166.08),(63 3196.0728),(64 3189.5256),(65 3205.1206),(66 3212.178),(67 3214.15),(68 3226.2683),(69 3241.521),(70 3254.2766),(71 3248.3787),(72 3230.7332),(73 3219.6543),(74 3226.599),(75 3242.4111),(76 3248.3623),(77 3283.2935),(78 3296.264),(79 3296.1926),
(1 1010.50525),(2 1683.4485),(3 2095.6057),(4 2335.9788),(5 2474.0286),(6 2557.7815),(7 2608.457),(8 2668.9346),(9 2721.4587),(10 2759.5347),(11 2797.6963),(12 2830.3547),(13 2851.0022),(14 2877.2087),(15 2882.6829),(16 2895.0745),(17 2887.9343),(18 2879.3303),(19 2886.8118),(20 2907.8713),(21 2940.832),(22 2973.3577),(23 2986.0752),(24 2982.0293),(25 2966.6606),(26 2980.2805),(27 2996.254),(28 3013.4639),(29 2994.6028),(30 3025.274),(31 3008.7144),(32 3008.0947),(33 2997.7048),(34 2989.8875),(35 2993.9753),(36 2984.1782),(37 2973.8982),(38 2996.2053),(39 3028.7883),(40 3012.7732),(41 3048.8003),(42 3054.5732),(43 3035.9246),(44 3026.6746),(45 2998.1848),(46 3032.2727),(47 3033.4924),(48 3014.6733),(49 2990.1624),(50 2964.9475),(51 2992.5737),(52 3013.7678),(53 3011.6392),(54 3016.2175),(55 2997.711),(56 3003.6357),(57 3006.5278),(58 3044.9744),(59 3060.941),(60 3078.3596),(61 3080.8633),(62 3095.0903),(63 3105.9448),(64 3089.5125),(65 3080.2388),(66 3074.106),(67 3062.6028),(68 3063.8218),(69 3066.274),(70 3082.8838),(71 3076.4883),(72 3091.1272),(73 3103.5723),(74 3082.064),(75 3101.7822),(76 3104.1282),(77 3117.3518),(78 3098.9238),(79 3089.3474),
(1 1021.2537),(2 1660.0576),(3 2061.4336),(4 2310.6416),(5 2470.8723),(6 2557.8857),(7 2589.207),(8 2627.9436),(9 2675.7698),(10 2720.3547),(11 2735.0427),(12 2764.801),(13 2790.7722),(14 2803.4426),(15 2800.7063),(16 2803.114),(17 2816.106),(18 2801.0825),(19 2814.7876),(20 2839.194),(21 2844.091),(22 2873.3494),(23 2885.1353),(24 2878.0732),(25 2857.4417),(26 2839.3093),(27 2869.5156),(28 2900.6865),(29 2915.2217),(30 2934.9524),(31 2919.6677),(32 2904.925),(33 2894.817),(34 2915.0059),(35 2935.4768),(36 2950.7207),(37 2940.6294),(38 2920.5857),(39 2948.9465),(40 2950.933),(41 2984.181),(42 3009.2515),(43 3020.1284),(44 3015.9395),(45 3007.0068),(46 3005.7974),(47 2977.0317),(48 2937.5374),(49 2948.6335),(50 2949.3428),(51 2966.649),(52 2984.1875),(53 3006.4983),(54 3010.7417),(55 3011.949),(56 2998.3484),(57 3008.6968),(58 3068.0508),(59 3085.3435),(60 3077.154),(61 3062.485),(62 3067.4868),(63 3089.7932),(64 3090.065),(65 3091.0383),(66 3068.7444),(67 3055.7793),(68 3077.2285),(69 3085.9868),(70 3127.058),(71 3132.623),(72 3124.8206),(73 3111.0977),(74 3113.6128),(75 3138.2393),(76 3136.6973),(77 3134.361),(78 3090.4502),(79 3072.215),
(1 968.7708),(2 1565.6144),(3 1943.3573),(4 2161.9854),(5 2321.2976),(6 2402.112),(7 2422.8347),(8 2449.3318),(9 2471.873),(10 2499.5703),(11 2532.6833),(12 2558.6162),(13 2559.068),(14 2583.1096),(15 2609.117),(16 2636.7263),(17 2658.6497),(18 2693.0986),(19 2677.4844),(20 2690.4338),(21 2700.517),(22 2739.7515),(23 2755.0466),(24 2748.6423),(25 2735.3362),(26 2737.3884),(27 2783.4182),(28 2804.7546),(29 2783.179),(30 2807.195),(31 2797.651),(32 2808.2686),(33 2794.9934),(34 2792.265),(35 2786.6013),(36 2807.4521),(37 2830.4307),(38 2831.7632),(39 2854.2253),(40 2863.688),(41 2857.9395),(42 2857.616),(43 2844.7378),(44 2832.6633),(45 2821.6138),(46 2839.3547),(47 2829.9177),(48 2836.653),(49 2838.623),(50 2820.51),(51 2830.552),(52 2861.5688),(53 2864.4595),(54 2849.4763),(55 2842.6953),(56 2817.921),(57 2821.9683),(58 2809.339),(59 2804.928),(60 2824.7634),(61 2823.3174),(62 2863.2668),(63 2870.6243),(64 2860.6738),(65 2875.257),(66 2869.077),(67 2882.1606),(68 2870.1602),(69 2861.9634),(70 2879.9333),(71 2881.7173),(72 2849.21),(73 2861.5269),(74 2836.0789),(75 2864.5667),(76 2875.622),(77 2891.5198),(78 2883.3306),(79 2847.1028),
(1 931.354),(2 1513.8812),(3 1893.197),(4 2102.7073),(5 2222.753),(6 2287.6907),(7 2316.3506),(8 2362.4644),(9 2395.9363),(10 2446.911),(11 2472.578),(12 2501.6824),(13 2507.8582),(14 2514.2585),(15 2542.2773),(16 2559.6445),(17 2570.4446),(18 2581.683),(19 2565.6812),(20 2580.0332),(21 2613.1506),(22 2641.6577),(23 2618.0134),(24 2613.2556),(25 2629.2554),(26 2657.3452),(27 2687.8542),(28 2730.1174),(29 2730.9824),(30 2739.4885),(31 2723.7507),(32 2691.1394),(33 2676.9702),(34 2698.1594),(35 2700.425),(36 2715.8743),(37 2717.8582),(38 2704.6704),(39 2701.4058),(40 2693.6614),(41 2708.6995),(42 2720.6284),(43 2726.914),(44 2736.069),(45 2732.5642),(46 2750.0833),(47 2725.9595),(48 2715.3906),(49 2712.6426),(50 2720.006),(51 2755.3418),(52 2740.7725),(53 2733.9165),(54 2716.2468),(55 2702.1438),(56 2706.148),(57 2697.742),(58 2716.147),(59 2698.147),(60 2695.1765),(61 2706.9026),(62 2741.384),(63 2744.366),(64 2723.25),(65 2705.964),(66 2713.2412),(67 2682.9465),(68 2702.0708),(69 2698.563),(70 2703.9468),(71 2725.0413),(72 2733.4136),(73 2751.4668),(74 2769.4033),(75 2797.801),(76 2800.872),(77 2807.8875),(78 2820.575),(79 2796.933),
(1 939.5931),(2 1540.9963),(3 1906.7141),(4 2107.694),(5 2220.1675),(6 2285.3286),(7 2340.6345),(8 2389.504),(9 2423.8718),(10 2467.815),(11 2528.6208),(12 2548.6023),(13 2550.1619),(14 2556.395),(15 2572.405),(16 2564.2795),(17 2582.0425),(18 2592.9646),(19 2608.3997),(20 2620.7744),(21 2618.934),(22 2619.0498),(23 2645.0881),(24 2626.3584),(25 2617.3674),(26 2626.1682),(27 2654.3103),(28 2657.2512),(29 2677.1929),(30 2680.287),(31 2670.8845),(32 2670.7798),(33 2681.9604),(34 2698.9666),(35 2681.3276),(36 2693.0527),(37 2702.2966),(38 2710.6167),(39 2746.8389),(40 2733.0854),(41 2737.0732),(42 2731.738),(43 2736.697),(44 2738.858),(45 2729.6155),(46 2747.8926),(47 2749.3298),(48 2748.7705),(49 2736.8342),(50 2725.101),(51 2729.76),(52 2728.3225),(53 2714.6858),(54 2695.9297),(55 2686.1082),(56 2678.4377),(57 2698.3337),(58 2720.9077),(59 2740.9924),(60 2756.4778),(61 2764.637),(62 2760.9473),(63 2777.1167),(64 2769.6335),(65 2760.1804),(66 2767.572),(67 2744.9985),(68 2742.104),(69 2740.5222),(70 2756.9739),(71 2766.5515),(72 2766.3726),(73 2781.709),(74 2772.333),(75 2785.2725),(76 2792.981),(77 2815.9072),(78 2799.9893),(79 2810.1387),
(1 918.1505),(2 1487.029),(3 1849.673),(4 2074.4543),(5 2216.0068),(6 2284.7742),(7 2315.626),(8 2352.8982),(9 2390.692),(10 2435.372),(11 2474.9104),(12 2528.627),(13 2567.451),(14 2587.8325),(15 2617.7773),(16 2633.6748),(17 2626.4434),(18 2646.077),(19 2612.5017),(20 2613.2224),(21 2629.202),(22 2634.9822),(23 2636.7239),(24 2625.408),(25 2610.5063),(26 2623.332),(27 2659.0898),(28 2676.126),(29 2653.7373),(30 2661.6917),(31 2666.5278),(32 2665.9092),(33 2657.6133),(34 2664.046),(35 2619.7886),(36 2625.0325),(37 2656.6978),(38 2669.5647),(39 2700.296),(40 2696.5244),(41 2714.059),(42 2699.2842),(43 2699.181),(44 2710.6973),(45 2694.6836),(46 2705.3977),(47 2668.604),(48 2648.3713),(49 2639.74),(50 2651.422),(51 2679.403),(52 2681.7498),(53 2673.5527),(54 2670.4917),(55 2664.1692),(56 2676.5872),(57 2688.87),(58 2709.1453),(59 2696.6013),(60 2692.6633),(61 2684.9353),(62 2700.6824),(63 2697.6118),(64 2686.7673),(65 2692.8901),(66 2705.8242),(67 2716.4539),(68 2712.7148),(69 2714.5842),(70 2749.287),(71 2744.7068),(72 2738.3928),(73 2711.805),(74 2690.9607),(75 2703.0232),(76 2686.342),(77 2700.5437),(78 2698.3914),(79 2713.4744),
(1 904.54047),(2 1476.1157),(3 1815.1459),(4 2029.5693),(5 2171.4556),(6 2247.3225),(7 2319.3523),(8 2346.6206),(9 2362.233),(10 2413.3235),(11 2416.6162),(12 2442.8787),(13 2468.4521),(14 2478.5872),(15 2473.3594),(16 2492.8223),(17 2477.4084),(18 2499.2551),(19 2496.0781),(20 2520.4412),(21 2528.76),(22 2526.3967),(23 2530.0125),(24 2523.405),(25 2528.3872),(26 2519.1213),(27 2543.9321),(28 2554.4104),(29 2573.7751),(30 2581.8376),(31 2591.1265),(32 2621.1465),(33 2640.5505),(34 2640.793),(35 2601.6243),(36 2615.0913),(37 2589.9805),(38 2586.8145),(39 2580.5344),(40 2588.1184),(41 2605.5916),(42 2585.137),(43 2564.2422),(44 2530.0945),(45 2543.6453),(46 2536.8796),(47 2525.1506),(48 2532.8293),(49 2543.4663),(50 2544.3853),(51 2527.254),(52 2542.554),(53 2532.2554),(54 2533.3542),(55 2554.9817),(56 2572.0444),(57 2563.8074),(58 2583.7498),(59 2648.0007),(60 2657.2476),(61 2656.9102),(62 2643.4424),(63 2651.6096),(64 2650.399),(65 2625.828),(66 2642.7798),(67 2625.3237),(68 2621.685),(69 2615.5452),(70 2631.9487),(71 2617.4924),(72 2621.4055),(73 2621.9722),(74 2620.1362),(75 2610.104),(76 2605.887),(77 2619.451),(78 2633.8574),(79 2636.9111),
(1 848.541),(2 1363.6146),(3 1699.4374),(4 1906.1407),(5 2033.8147),(6 2144.623),(7 2213.7407),(8 2275.5125),(9 2312.993),(10 2323.391),(11 2326.399),(12 2348.0347),(13 2360.1384),(14 2364.185),(15 2377.35),(16 2376.654),(17 2397.1768),(18 2417.899),(19 2416.0002),(20 2418.212),(21 2430.8232),(22 2429.8574),(23 2449.683),(24 2458.6472),(25 2454.5125),(26 2450.7227),(27 2459.4976),(28 2490.8838),(29 2501.3167),(30 2509.3909),(31 2503.5093),(32 2489.627),(33 2505.6375),(34 2549.6982),(35 2545.1248),(36 2542.3506),(37 2544.9084),(38 2556.0632),(39 2552.421),(40 2541.2502),(41 2541.4856),(42 2536.9368),(43 2506.7188),(44 2491.3381),(45 2480.0486),(46 2464.403),(47 2470.4146),(48 2476.6025),(49 2507.9543),(50 2538.2507),(51 2513.8074),(52 2497.841),(53 2492.8643),(54 2476.6716),(55 2479.2024),(56 2465.838),(57 2463.8652),(58 2485.2122),(59 2507.8098),(60 2509.7827),(61 2518.5527),(62 2545.3318),(63 2551.765),(64 2568.139),(65 2580.9304),(66 2599.5288),(67 2599.2625),(68 2595.259),(69 2590.5964),(70 2588.8474),(71 2594.0242),(72 2561.6875),(73 2570.4255),(74 2560.3665),(75 2566.9075),(76 2576.3723),(77 2577.5645),(78 2579.2559),(79 2585.734),
(1 851.7342),(2 1378.1309),(3 1697.9485),(4 1868.5293),(5 1967.7239),(6 2068.2441),(7 2117.843),(8 2177.2217),(9 2202.388),(10 2235.9458),(11 2255.3037),(12 2284.8276),(13 2328.8213),(14 2332.0906),(15 2336.9495),(16 2351.47),(17 2375.7427),(18 2373.8647),(19 2374.7158),(20 2363.6694),(21 2342.7236),(22 2332.0864),(23 2322.1187),(24 2325.2937),(25 2338.1865),(26 2382.0198),(27 2385.0894),(28 2382.7246),(29 2388.3525),(30 2391.2266),(31 2368.5466),(32 2393.2769),(33 2384.7664),(34 2389.1353),(35 2398.6902),(36 2408.145),(37 2426.5818),(38 2428.4014),(39 2452.101),(40 2435.0803),(41 2420.5261),(42 2441.2134),(43 2451.1658),(44 2445.549),(45 2441.161),(46 2435.0562),(47 2440.1304),(48 2451.975),(49 2488.8489),(50 2466.5496),(51 2450.8882),(52 2433.2468),(53 2402.6687),(54 2387.5723),(55 2384.7346),(56 2410.1802),(57 2422.8955),(58 2457.0447),(59 2454.9133),(60 2444.8372),(61 2432.9502),(62 2454.9807),(63 2474.7761),(64 2468.7227),(65 2444.6675),(66 2431.0242),(67 2428.1162),(68 2427.9038),(69 2447.7056),(70 2473.8547),(71 2479.6304),(72 2473.8186),(73 2484.4856),(74 2468.9949),(75 2486.6926),(76 2528.0789),(77 2535.5977),(78 2553.7002),(79 2551.5144),
(1 846.80505),(2 1378.1509),(3 1686.0248),(4 1868.3969),(5 1962.8119),(6 2020.4236),(7 2055.1292),(8 2099.4958),(9 2149.396),(10 2180.3315),(11 2182.2273),(12 2214.1838),(13 2228.5269),(14 2214.807),(15 2238.2253),(16 2265.1401),(17 2301.0032),(18 2295.4478),(19 2293.4333),(20 2257.3513),(21 2249.0881),(22 2257.0781),(23 2268.7358),(24 2249.9119),(25 2236.4521),(26 2278.2507),(27 2309.3853),(28 2337.8293),(29 2332.9092),(30 2324.8018),(31 2294.1804),(32 2296.0508),(33 2308.1672),(34 2311.8613),(35 2306.626),(36 2289.5598),(37 2292.5215),(38 2328.248),(39 2361.3704),(40 2359.2883),(41 2351.2903),(42 2339.1152),(43 2324.2148),(44 2323.6492),(45 2329.7732),(46 2321.2258),(47 2332.9907),(48 2361.5232),(49 2369.5674),(50 2354.957),(51 2329.4912),(52 2330.7336),(53 2319.1506),(54 2309.7583),(55 2296.6904),(56 2303.4688),(57 2325.7107),(58 2328.149),(59 2314.6924),(60 2313.851),(61 2331.7192),(62 2368.937),(63 2380.6067),(64 2372.194),(65 2369.4358),(66 2385.4312),(67 2378.7693),(68 2373.6973),(69 2374.3513),(70 2398.7288),(71 2421.0107),(72 2440.4363),(73 2428.9458),(74 2436.7778),(75 2458.093),(76 2451.5327),(77 2457.385),(78 2482.3906),(79 2450.7966),
(1 803.08936),(2 1296.3417),(3 1586.6656),(4 1758.529),(5 1869.0203),(6 1941.3502),(7 1989.9766),(8 2041.5016),(9 2061.6313),(10 2091.1814),(11 2141.0613),(12 2167.2075),(13 2177.5378),(14 2165.2578),(15 2171.1091),(16 2168.0837),(17 2179.3208),(18 2213.6084),(19 2209.675),(20 2206.21),(21 2210.048),(22 2225.2202),(23 2233.5833),(24 2229.377),(25 2213.1763),(26 2228.637),(27 2252.792),(28 2301.159),(29 2299.3188),(30 2299.6357),(31 2259.1975),(32 2261.1748),(33 2238.601),(34 2241.533),(35 2238.7075),(36 2243.116),(37 2263.1086),(38 2271.529),(39 2251.7988),(40 2236.286),(41 2236.4265),(42 2231.4268),(43 2237.0532),(44 2242.6853),(45 2260.6428),(46 2257.2717),(47 2263.5654),(48 2252.1057),(49 2240.0952),(50 2222.7673),(51 2222.103),(52 2186.2966),(53 2178.1016),(54 2185.0488),(55 2189.9377),(56 2186.7146),(57 2201.273),(58 2232.4124),(59 2240.1702),(60 2273.9883),(61 2286.0745),(62 2309.521),(63 2311.386),(64 2311.3748),(65 2312.2273),(66 2313.2126),(67 2325.153),(68 2298.7332),(69 2294.416),(70 2291.6733),(71 2297.8428),(72 2327.682),(73 2338.1663),(74 2345.1287),(75 2381.0747),(76 2367.9712),(77 2346.9336),(78 2333.1099),(79 2313.5618),
(1 803.17206),(2 1299.1895),(3 1590.3866),(4 1746.9558),(5 1832.3722),(6 1864.261),(7 1908.6127),(8 1974.5193),(9 2011.6412),(10 2035.2878),(11 2054.9976),(12 2072.9155),(13 2068.0273),(14 2079.1174),(15 2111.8904),(16 2132.9463),(17 2143.9758),(18 2164.286),(19 2144.526),(20 2143.5757),(21 2158.2585),(22 2156.1558),(23 2168.0337),(24 2194.8867),(25 2191.558),(26 2207.3066),(27 2194.0195),(28 2188.4414),(29 2195.599),(30 2210.6763),(31 2216.1814),(32 2231.8386),(33 2241.303),(34 2270.36),(35 2261.0693),(36 2238.4924),(37 2245.3086),(38 2264.643),(39 2274.915),(40 2247.649),(41 2243.572),(42 2224.0889),(43 2230.159),(44 2215.1606),(45 2216.5146),(46 2218.8643),(47 2195.8623),(48 2197.8635),(49 2197.3835),(50 2224.5488),(51 2213.4185),(52 2172.6177),(53 2149.169),(54 2145.5012),(55 2140.889),(56 2149.4387),(57 2171.7139),(58 2207.905),(59 2200.494),(60 2223.9624),(61 2241.5999),(62 2254.446),(63 2260.964),(64 2268.8533),(65 2263.1326),(66 2268.0781),(67 2298.3804),(68 2304.5435),(69 2313.044),(70 2296.4019),(71 2292.668),(72 2319.1064),(73 2338.7197),(74 2359.4395),(75 2371.0203),(76 2354.0894),(77 2325.806),(78 2316.3508),(79 2319.0188),
(1 792.6537),(2 1249.5917),(3 1504.1476),(4 1655.734),(5 1741.0833),(6 1797.8495),(7 1842.9355),(8 1890.3391),(9 1912.7437),(10 1941.7382),(11 1974.1244),(12 1994.5487),(13 2025.6132),(14 2038.6945),(15 2046.1865),(16 2026.1189),(17 2029.7448),(18 2038.5371),(19 2046.6388),(20 2070.514),(21 2085.1282),(22 2113.967),(23 2069.9067),(24 2055.2515),(25 2030.3528),(26 2035.8525),(27 2052.9294),(28 2072.4966),(29 2064.3535),(30 2094.334),(31 2108.5098),(32 2103.8809),(33 2105.91),(34 2125.7632),(35 2143.3667),(36 2149.894),(37 2160.2532),(38 2160.8433),(39 2168.901),(40 2147.627),(41 2126.7817),(42 2109.4072),(43 2109.8152),(44 2105.4263),(45 2093.9116),(46 2103.1174),(47 2096.2988),(48 2096.1563),(49 2112.3289),(50 2112.5068),(51 2117.1125),(52 2125.179),(53 2136.2964),(54 2130.5942),(55 2127.1655),(56 2142.4617),(57 2147.2834),(58 2180.042),(59 2171.2568),(60 2172.686),(61 2162.3),(62 2155.264),(63 2161.2908),(64 2159.058),(65 2160.542),(66 2168.631),(67 2163.476),(68 2149.84),(69 2143.3171),(70 2146.661),(71 2144.4075),(72 2135.0989),(73 2133.6719),(74 2133.8413),(75 2155.1787),(76 2147.9658),(77 2143.7004),(78 2137.6782),(79 2137.644),
(1 763.06134),(2 1203.3057),(3 1479.8065),(4 1628.0521),(5 1719.8918),(6 1798.1846),(7 1841.4276),(8 1871.961),(9 1897.1501),(10 1951.7781),(11 1968.7589),(12 1988.4042),(13 1994.9359),(14 1986.001),(15 1978.5323),(16 1958.1588),(17 1952.0051),(18 1957.0126),(19 1977.5706),(20 1985.3508),(21 1992.6251),(22 2004.0725),(23 1997.4326),(24 1982.1161),(25 1971.3024),(26 1965.7687),(27 1977.5986),(28 2003.3716),(29 1992.616),(30 2004.7344),(31 2009.0194),(32 2001.4624),(33 1981.3014),(34 1970.5515),(35 1980.0691),(36 1986.1506),(37 2017.6113),(38 2041.5255),(39 2081.7168),(40 2065.337),(41 2074.1797),(42 2057.7732),(43 2073.8364),(44 2079.4917),(45 2081.2349),(46 2101.331),(47 2087.0747),(48 2080.4866),(49 2094.3604),(50 2089.8574),(51 2086.5508),(52 2071.876),(53 2060.4321),(54 2053.6174),(55 2049.1597),(56 2072.0955),(57 2050.0474),(58 2094.6116),(59 2101.7554),(60 2118.7112),(61 2111.519),(62 2098.9836),(63 2103.886),(64 2119.691),(65 2111.8628),(66 2093.9688),(67 2083.4077),(68 2084.3064),(69 2078.652),(70 2072.8271),(71 2064.9224),(72 2068.453),(73 2090.7837),(74 2106.7087),(75 2104.1108),(76 2115.8828),(77 2135.6108),(78 2155.566),(79 2161.6292),
(1 743.5177),(2 1162.4281),(3 1437.6472),(4 1574.5168),(5 1654.9282),(6 1719.3485),(7 1756.7136),(8 1780.9728),(9 1798.9216),(10 1829.0277),(11 1843.31),(12 1861.7506),(13 1859.8489),(14 1875.7487),(15 1900.4321),(16 1908.0771),(17 1919.9181),(18 1937.386),(19 1932.5441),(20 1949.1702),(21 1963.8594),(22 1968.8672),(23 1956.9027),(24 1958.948),(25 1960.3793),(26 1961.762),(27 1939.897),(28 1937.5985),(29 1934.2147),(30 1948.301),(31 1954.3143),(32 1956.5116),(33 1961.2349),(34 1974.589),(35 1974.7196),(36 1970.7673),(37 1966.6648),(38 1972.0095),(39 1990.3645),(40 1987.1168),(41 1981.082),(42 1988.3722),(43 1976.8372),(44 1969.2435),(45 1947.8347),(46 1960.6952),(47 1965.4694),(48 1951.3352),(49 1965.9147),(50 1958.0212),(51 1959.1547),(52 1971.3804),(53 1941.3097),(54 1916.8232),(55 1912.1355),(56 1937.7771),(57 1934.5653),(58 1942.0021),(59 1962.836),(60 1991.4418),(61 1981.6876),(62 1988.7384),(63 1982.885),(64 1967.7621),(65 1932.9475),(66 1925.5992),(67 1926.9866),(68 1944.836),(69 1953.7607),(70 1990.0212),(71 2004.4475),(72 2012.0464),(73 2013.845),(74 2012.4672),(75 2025.608),(76 2013.273),(77 2014.6945),(78 2012.7036),(79 2028.5481),
